"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER49L","HER49L_1A","HER49L_1A_55",10.9,1167.53,7.14,1,31217,73040,1.68,-3.11932940825236,0.652153574396783,-1.42473368747796,-5.31655398558858,2.1416321717519,2.14738261888034,-5.31655398558858,0.825483419998773,5.6474112191342,3.76310806274548,6.58240255299749,0.151920213318558,-1.79175946922805,-3.88670519744386,-2.0949457282158
"HER49L","HER49L_1A","HER49L_1A_56",11,1171.62,7.15,1,31271,73589,1.53,-3.63968768095195,0.415817047953888,-2.49455537664895,-5.58559783000726,2.03950931823164,1.92537992200683,-2.11986192720754,0.60880756109741,5.38796535305479,3.46222361247115,6.86092481468408,0.145752945413387,-1.25276296849537,-4.20717709271863,-2.95441412422326
"HER49L","HER49L_1A","HER49L_1A_57",11.1,1175.72,7.15,1,31356,74787,1.75,-3.06705513537335,0.226309541485594,-2.55622951160735,-1.66423147230224,2.02792130715666,1.73313343820311,-5.77510533647556,0.615135330589794,5.20485114004299,3.25527069828035,7.02646072796935,0.142319161625628,-0.538996500732687,-3.35987923233142,-2.82088273159874
"HER49L","HER49L_1A","HER49L_1A_58",11.2,1179.81,7.15,1,31298,74968,1.48,-3.04785801073043,0.130195819617518,-2.39393154332376,-5.61280736819197,1.92781416046519,1.92142095808212,-2.21160998652981,0.450977840495643,5.37534566687965,3.46045246323585,6.78687772424868,0.147343158464035,-0.693147180559945,-3.25488626239123,-2.56173908183129
"HER49L","HER49L_1A","HER49L_1A_59",11.3,1183.91,7.14,1,31427,74753,1.33,-2.63905790005508,0.630803479545992,-2.63905790005508,-5.20400725751661,2.23789947053501,2.31296996708771,-5.20400725751661,0.857449661411404,5.7874360034991,3.85957173306417,6.87549223998147,0.145444131866651,0,-3.34697582749552,-3.34697582749552
"HER49L","HER49L_1A","HER49L_1A_60",11.4,1188.01,7.14,1,31488,75210,1.4,-3.39916180566546,0.336124021262634,-1.69441371342703,-2.14639883717009,2.06084914988057,1.86714876474749,-5.7017468986595,0.021838203292877,5.28447759338644,3.37128352235207,6.77535566773749,0.147593727774579,-1.79175946922805,-3.83825685518854,-2.04649738596048
"HER49L","HER49L_1A","HER49L_1A_61",11.5,1192.1,7.15,1,31686,76308,1.35,-2.54673698641732,0.129871688850071,-5.87894149659252,-3.39403484680452,1.81362815147538,1.64237648360672,-0.280519537594149,0.182515422335494,5.12317501113949,3.20866611000136,6.7842605156038,0.1474,NA,-2.7105162935974,NA
"HER49L","HER49L_1A","HER49L_1A_62",11.6,1196.2,7.15,1,31530,74390,1.28,-5.15111140925307,0.610939973527105,-0.82037806896674,-5.15111140925307,2.44075030563686,2.45328493954327,-5.15111140925307,1.0289052443995,5.83270564910606,3.90712618451315,6.85980437820214,0.145776751765345,NA,NA,-1.44141366034097
"HER49L","HER49L_1A","HER49L_1A_63",11.7,1200.29,7.15,1,31648,75410,1.43,-2.92412608043277,0.164238995154825,-2.32335222000384,-1.9286980279999,2.15068002014348,1.72815218354176,-5.75733942448899,0.351908158275375,5.22744469450556,3.3110917013045,6.79679575841402,0.147128152079906,-0.628608659422374,-3.14630513203337,-2.51769647261099
"HER49L","HER49L_1A","HER49L_1A_64",11.8,1204.39,7.15,1,31524,75099,1.5,-2.63300733305312,0.335897698267722,-5.46622067710934,-5.46622067710934,2.38582953015655,2.07493177802697,-0.654036321736923,0.323739493787913,5.52279392454624,3.57629258422334,7.00484977525432,0.142758236376839,NA,-3.02650393222074,NA
"HER49L","HER49L_1A","HER49L_1A_65",11.9,1208.48,7.15,1,31306,75233,1.4,-3.67980923214665,0.282363556966967,-2.0993588565858,-2.36762284318048,2.05676306533254,1.91490214745519,-5.62571938120196,0.711106349944477,5.36339653244398,3.44397866097175,6.81765857027743,0.146677923174335,-1.70474809223843,-4.11360237882652,-2.40885428658809
"HER49L","HER49L_1A","HER49L_1A_66",12,1212.58,7.14,1,31645,75478,1.41,-3.51114206339284,-0.220610249618207,-2.10714812517355,-2.41252977472473,1.57026230159162,1.34589795216785,-2.055854830786,-0.39445717942119,4.83916975571732,2.94641221363974,6.63827879874496,0.150641458474004,-1.46040233327361,-3.36197666850887,-1.90157433523526
"HER49L","HER49L_1A","HER49L_1A_67",12.1,1216.67,7.13,1,31925,76425,1.62,-3.08857253523801,0.332930112584896,-1.57598444879382,-3.25562661990117,2.28528035545494,1.9276879334968,-5.65352189269954,0.240880941565309,5.34249280484875,3.44443334868185,6.67356759176365,0.149844889745955,-1.57553636075842,-3.49902963089919,-1.92349327014077
"HER49L","HER49L_1A","HER49L_1A_68",12.2,1220.77,7.13,1,31944,75563,1.72,-2.73578227485164,-0.260727921506653,-1.98547668045175,-2.1677982372457,1.69258053503011,1.33274158774872,-3.37177104157164,-0.0375843701924429,4.72109697009508,2.81272143294593,6.7427851580394,0.148306668025408,-0.766172315574835,-2.5024290004802,-1.73625668490537
"HER49L","HER49L_1A","HER49L_1A_69",12.3,1224.86,7.14,1,32008,75811,1.42,-2.61756748554747,0.0303787914850307,-2.36163411141027,-1.65248658950389,2.0352016792399,1.86496414580784,-5.79562131589542,0.0333243017147876,5.20292220910604,3.26051837500346,6.97619603267211,0.143344595724752,-0.265703165733006,-2.68755167955387,-2.42184851382086
"HER49L","HER49L_1A","HER49L_1A_70",12.4,1228.96,7.14,1,32105,75523,1.76,-3.31663355336309,0.281923262457559,-2.1881683015453,-1.80250582073332,2.09257446396452,1.89830220424589,-5.71452882616146,0.120281910901143,5.27854708827813,3.35020757195593,6.87875983341046,0.145375042045072,-1.19392246847243,-3.69137633431252,-2.49745386584009
"HER49L","HER49L_1A","HER49L_1A_71",12.5,1233.06,7.15,1,32038,76168,1.53,-2.94887380689003,0.440347383725407,-1.97701322386107,-3.39070655916907,2.19153583095303,2.03522193197161,-5.58793113650529,0.328270926102144,5.41082980343343,3.49831885023984,6.77072010869565,0.147694777504641,-1.01856958099457,-3.46091661636378,-2.4423470353692
"HER49L","HER49L_1A","HER49L_1A_72",12.6,1237.15,7.15,1,31866,75672,1.25,-2.01903125005298,0.591563614898516,-2.35550348667419,-5.35123576022819,2.42109581494143,2.23404531841094,-5.35123576022819,0.456906729752259,5.65079741208706,3.72259736709333,6.87779433681073,0.145395449620802,0.351397886837889,-2.6443343867161,-2.99573227355399
"HER49L","HER49L_1A","HER49L_1A_73",12.7,1241.25,7.16,1,31578,75882,1.6,-2.18940537282131,0.604689554639439,-5.32489958875046,-1.89091238426531,2.37176749277601,2.26797069909436,-5.32489958875046,0.0822721827096632,5.67054482078694,3.73287218458112,6.94326654240447,0.144024429120317,NA,-2.8358835726121,NA
"HER49L","HER49L_1A","HER49L_1A_74",12.8,1245.34,7.17,1,31657,74674,1.71,-2.68565782750444,0.597756518501329,-2.03507026136329,-5.17056447729244,2.62713755822425,2.37746449264257,-5.17056447729244,-0.257909591556391,5.81931094928907,3.8980971163518,6.8299147268956,0.14641471233339,-0.693147180559945,-3.36729582998647,-2.67414864942653
"HER49L","HER49L_1A","HER49L_1A_75",12.9,1249.44,7.17,1,31676,75559,1.56,-2.2880550430483,0.211117183898519,-2.61082843531135,-2.65961859948079,2.04494433038534,1.97705025356668,-5.65535087303478,0.222384908744861,5.33131378966905,3.42704248461078,6.71516253694021,0.148916723087339,0.336472236621213,-2.53142666542289,-2.86789890204411
"HER49L","HER49L_1A","HER49L_1A_76",13,1253.53,7.16,1,31924,75489,1.41,-1.68034489921486,0.639733351226706,-3.41494595460296,-5.20670542383102,2.22932239252083,2.33762668422267,-5.20670542383102,0.631025023334922,5.79576101683409,3.87523323334064,6.82522174209688,0.146515386281468,1.88706964903238,-2.34703685556488,-4.23410650459726
"HER49L","HER49L_1A","HER49L_1A_77",13.1,1257.63,7.16,1,32184,75723,1.47,-2.94856479256388,-0.137657206021959,-1.66071050425724,-3.41856842180961,1.35943399495132,1.44330903233083,-1.98348389652029,-0.474129442643171,4.87844349308753,2.94192774344647,6.93523107064654,0.144191302324808,-1.31885308032436,-2.85095778935529,-1.53210470903093
"HER49L","HER49L_1A","HER49L_1A_78",13.2,1261.72,7.15,1,32001,75338,1.4,-3.83153585901046,0.332542041226318,-2.0397763897824,-5.62329532823851,1.7828080529985,2.02925036445541,-1.88562570995515,0.390419827804289,5.36631011538404,3.47890288511797,6.60285268553599,0.15144969116009,-1.94591014905531,-4.34380542185368,-2.39789527279837
"HER49L","HER49L_1A","HER49L_1A_79",13.3,1265.82,7.14,1,32228,76015,1.43,-2.66474809117772,-4.8330949123567e-05,-2.42358603436083,-5.75579054453604,1.57330319171056,1.82847427385302,-1.0284027258237,-0.0928300644000897,5.24834056557728,3.31528776010664,6.91125416714565,0.144691538730227,-0.251314428280906,-2.70805020110221,-2.4567357728213
"HER49L","HER49L_1A","HER49L_1A_80",13.4,1269.91,7.15,1,32354,76689,1.67,-3.13063875877862,0.0584649077559107,-1.46924110741381,-1.72781509570752,1.85570384274859,1.83685704265702,-5.83868895988083,-0.00680648259731312,5.16997263915855,3.25219197205803,6.80649160374169,0.146918568069676,-1.71765149707433,-3.25534550464959,-1.53769400757526
"HER49L","HER49L_1A","HER49L_1A_81",13.5,1274.01,7.14,1,32206,76036,1.36,-2.52045338884449,-0.226236545520961,-2.54862426581119,-3.21360056940444,1.15935729017624,1.53277978513518,-2.07862063656545,-0.0036533752805362,4.89804417709789,3.00100752901776,6.66674074897211,0.14999833316665,0.0289875368732522,-2.31958266936262,-2.34857020623587
"HER49L","HER49L_1A","HER49L_1A_82",13.6,1278.11,7.14,1,32294,75436,1.44,-3.0565924037678,0.363862794498771,-2.54576678000181,-2.54576678000181,1.6876148242375,2.11436496406026,-5.5414990535558,0.512940292713571,5.45988386405345,3.55095827776367,6.7464836277709,0.148225365267863,-0.54654370636807,-3.504738060603,-2.95819435423493
