"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER49L","HER49L_1A","HER49L_1A_5",5.9,984.21,6.86,1,27428,65651,1.59,-0.570544858467613,0.350860974073313,2.16781069212993,0,0.231801614057324,3.53527210491672,NA,0.714653385780909,-0.282862786015832,3.35117457404187,NA,3.15236434423263,6.54728431940823,4.82133290616096,56682,5.61786339754816,0.178003616185548,0.350860974073313,-1.81694971805661,-2.16781069212993
"HER49L","HER49L_1A","HER49L_1A_6",6,987.78,6.91,1,27568,67333,1.38,-0.202236866494896,0.428668005187828,2.10893197019054,0,-0.895384047054841,3.5088088830763,NA,0.649975008694737,0.280614905228688,3.26242086908448,NA,2.93774501590364,6.56188692410077,4.8199407533325,59041,5.70844222247472,0.175179140127389,0.428668005187828,-1.68026396500271,-2.10893197019054
"HER49L","HER49L_1A","HER49L_1A_7",6.1,991.35,6.94,1,27935,70025,1.34,-1.13845819721531,-0.277319285416234,1.80726365576402,0,-0.374693449441411,3.29206819941891,0.0967296264585511,0.151916042025842,-1.45083288225746,2.68646473549385,-0.920204631195291,2.43826261852698,5.98263663298442,4.21409325729616,59407,5.86230795887721,0.170581280788177,-0.277319285416234,-2.08458294118025,-1.80726365576402
"HER49L","HER49L_1A","HER49L_1A_8",6.2,994.92,6.96,1,28314,67974,1.4,-0.199128675110336,-0.0870113769896298,2.20184352319251,0,-0.693147180559945,3.53246927910448,NA,0.45953232937844,0.200670695462151,3.17747495913062,NA,2.33268312415133,6.57016297087054,4.77994015301809,59946,5.99078717201166,0.166922972104884,-0.0870113769896298,-2.28885490018214,-2.20184352319251
"HER49L","HER49L_1A","HER49L_1A_9",6.3,998.49,6.96,1,29022,70311,1.31,-0.377294231141468,0.170345365747239,2.23154931987729,0,-1.6094379124341,3.073354471739,-1.76358859226136,0.678758443107846,0.92765449052447,3.38099467434464,0.65677953638907,2.92316158071916,6.64060386006764,4.79920854644927,62088,6.3053300388281,0.15859598051839,0.170345365747239,-2.06120395413006,-2.23154931987729
"HER49L","HER49L_1A","HER49L_1A_10",6.4,1002.07,6.96,1,28846,69956,1.58,-0.630233355149376,-0.909818217368538,2.00183093897491,0,-0.847297860387204,3.63861092497405,-0.847297860387204,0.876550403224641,-0.732887509209459,3.31536594581237,0.538996500732687,2.27626778467667,6.52687508048372,4.70248543811599,61098,6.19901025097207,0.161316074585163,-0.909818217368538,-2.91164915634345,-2.00183093897491
"HER49L","HER49L_1A","HER49L_1A_11",6.5,1005.64,6.97,1,28740,69432,1.5,-0.0990909026442309,-1.57239664075375,2.19931881893933,0,0.3991559389149,4.06789726642108,0.172842812839411,1.09861228866811,0.333773179652048,3.56126046785517,-1.57239664075375,2.80621507882006,6.89396248095868,5.09756281012731,60946,6.02790590405904,0.165895091249952,-1.57239664075375,-3.77171545969309,-2.19931881893933
"HER49L","HER49L_1A","HER49L_1A_12",6.6,1009.21,6.99,1,28448,70020,1.32,-0.461818044659296,-0.652873281422005,2.09641987821425,0,-0.17958557697508,3.75960598176757,-1.2947271675944,0.651182981460913,-0.17958557697508,3.27585157362407,NA,2.67650769746559,6.57515225960506,4.75783247887339,60849,6.15533866415804,0.16246059795587,-0.652873281422005,-2.74929315963626,-2.09641987821425
"HER49L","HER49L_1A","HER49L_1A_13",6.7,1012.78,7,1,28208,70723,1.41,-0.922333046330118,-0.142174488780543,2.15623523280302,0,-0.375789339962048,3.79778788533684,-0.863492546307184,0.557893134623976,0.662563757187865,2.96079154481296,NA,2.44913380117369,6.44719129313112,4.63390984360481,60909,6.13053149145399,0.163117994156625,-0.142174488780543,-2.29840972158357,-2.15623523280302
"HER49L","HER49L_1A","HER49L_1A_14",6.8,1016.36,7,1,28308,73247,1.35,-0.336472236621213,-0.0240975515790605,2.13021386705326,0,0.644357016390513,4.31859860782034,-0.0870113769896298,0.45953232937844,0.496436886313891,2.93246278811972,-0.559615787935423,2.54366211218173,6.42847061866168,4.62181657710283,60556,6.09003629551575,0.164202633855619,-0.0240975515790605,-2.15431141863232,-2.13021386705326
