Data/BAS_sjro/Sept_2015/HER34/    29/09/2015  re-evaluated data  peakarea,,,,,,,BACON v2.5  HER34-M1 (cal a BP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Element/inc+coh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Element/coh_inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ln(Element/Ti)  where Ti>50 cps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,% of TSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Section,ID,filename,position_mm,Section_depth_cm,Field_depth_cm,Strat_depth_cm,SH20_min_age_95CI,max_age_95CI,SH20_median_age,SH20_mean_age,sample surface,validity,E_gain,E_offset,F_slope,F_offset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,cps_sum,Norm_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo coh,inc+coh,inc_coh,coh_inc,coh_inc_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,Norm_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,SUM,SUM_main,Total scatter %
HER34_1A,HER34_1A_1,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000000.spe,301,1,11,11,90.38,559.39,288.06,297.33,6.38,1,0.018359,-0.017998,0.007274,0.110437,31021.53125,1.27,17,42,10,19,53,58,157,34,488,60,0,24,63,5395,49,146,117,0,0,0,2008,77,1287,0,1201,11,0,0,5,13,0,0,0,0,0,0,0,0,0,23,22,0,48979,8209,57188,5.966500183,0.167602442,68522,1.197891166,0.000297265,0.00073442,0.000174862,0.000332238,0.000926768,0.001014199,0.002745331,0.00059453,0.008533259,0.001049171,0,0.000419668,0.00110163,0.094337973,0.000856823,0.002552983,0.002045884,0,0,0,0.035112261,0.001346436,0.022504721,0,0.021000909,0.000192348,0,0,8.74309E-05,0.00022732,0,0,0,0,0,0,0,0,0,0.000402182,0.000384696,0,0.8564559,0.1435441,1,0.000104331,2.93073E-06,408735.095,101.4305031,250.5930077,59.66500183,113.3635035,316.2245097,346.0570106,936.7405287,202.8610062,2911.652089,357.990011,0,143.1960044,375.8895115,32189.26849,292.358509,871.1090267,698.0805214,0,0,0,11980.73237,459.4205141,7678.885735,0,7165.766719,65.63150201,0,0,29.83250091,77.56450238,0,0,0,0,0,0,0,0,0,137.2295042,131.263004,0,292233.2124,48979,341212.2124,35.59912443,1,0.283333333,0.7,0.166666667,0.316666667,0.883333333,0.966666667,2.616666667,0.566666667,8.133333333,1,0,0.4,1.05,89.91666667,0.816666667,2.433333333,1.95,0,0,0,33.46666667,1.283333333,21.45,0,20.01666667,0.183333333,0,0,0.083333333,0.216666667,0,0,0,0,0,0,0,0,0,0.383333333,0.366666667,0,816.3166667,136.8166667,953.1333333,0.09944167,0.002793374,1.197891166,0.024815707,0.061309393,0.014597475,0.027735202,0.077366616,0.084665353,0.229180352,0.049631414,0.712356762,0.087584848,0,0.035033939,0.09196409,7.875337567,0.071527626,0.21312313,0.170790453,0,0,0,2.931172907,0.112400555,1.878694986,0,1.753156704,0.016057222,0,0,0.007298737,0.018976717,0,0,0,0,0,0,0,0,0,0.033574192,0.032114444,0,71.49697102,11.98306693,100,99.63,83.48
HER34_1A,HER34_1A_2,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000001.spe,302,1.1,11.1,11.1,96.53,569.08,294.66,304.31,6.42,1,0.018358,-0.017998,0.007269,0.110437,31227.03125,1.36,0,5,0,10,32,53,136,19,484,93,0,18,65,5427,0,142,110,40,16,78,1864,35,1319,0,1234,0,0,0,0,58,23,0,0,0,0,0,101,0,0,118,0,0,49224,8443,57667,5.830155158,0.171522022,69029,1.197027763,0,8.67047E-05,0,0.000173409,0.00055491,0.00091907,0.002358368,0.000329478,0.008393015,0.001612707,0,0.000312137,0.001127161,0.094109283,0,0.002462414,0.001907503,0.000693638,0.000277455,0.001352593,0.032323513,0.000606933,0.0228727,0,0.02139872,0,0,0,0,0.001005775,0.000398842,0,0,0,0,0,0.001751435,0,0,0.002046231,0,0,0.853590442,0.146409558,1,0.0001011,2.97435E-06,402449.7804,0,29.15077579,0,58.30155158,186.5649651,308.9982234,792.9011015,110.772948,2821.795097,542.2044297,0,104.9427928,378.9600853,31640.25204,0,827.8820325,641.3170674,233.2062063,93.28248253,454.7521023,10867.40921,204.0554305,7689.974654,0,7194.411465,0,0,0,0,338.1489992,134.0935686,0,0,0,0,0,588.845671,0,0,687.9583087,0,0,286983.5575,49224,336207.5575,33.99070917,1,0,0.053763441,0,0.107526882,0.344086022,0.569892473,1.462365591,0.204301075,5.204301075,1,0,0.193548387,0.698924731,58.35483871,0,1.52688172,1.182795699,0.430107527,0.172043011,0.838709677,20.04301075,0.376344086,14.1827957,0,13.2688172,0,0,0,0,0.623655914,0.247311828,0,0,0,0,0,1.086021505,0,0,1.268817204,0,0,529.2903226,90.78494624,620.0752688,0.06268984,0.001844323,1.197027763,0,0.007243333,0,0.014486665,0.046357328,0.076779325,0.197018644,0.027524664,0.701154587,0.134725985,0,0.026075997,0.094163323,7.861913109,0,0.205710643,0.159353315,0.05794666,0.023178664,0.112995987,2.700314361,0.050703328,1.910791117,0,1.787654464,0,0,0,0,0.084022657,0.03331933,0,0,0,0,0,0.146315317,0,0,0.170942647,0,0,71.30915992,12.23109128,100,99.65,83.54
HER34_1A,HER34_1A_3,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000002.spe,303,1.2,11.2,11.2,101.74,581.78,301.46,311.29,6.44,1,0.018358,-0.017998,0.00727,0.110437,31513.1582,1.51,0,13,30,31,62,46,156,54,518,80,21,0,54,5466,51,130,52,0,0,124,2113,53,1308,0,1125,10,0,0,0,0,0,0,0,0,0,134,43,0,0,34,27,1.37504E+15,50057,7976,58033,6.275952859,0.159338354,69707,1.201161408,0,0.00022401,0.000516947,0.000534179,0.001068358,0.000792652,0.002688126,0.000930505,0.008925956,0.001378526,0.000361863,0,0.000930505,0.09418779,0.00087881,0.002240105,0.000896042,0,0,0.002136715,0.036410318,0.000913273,0.0225389,0,0.019385522,0.000172316,0,0,0,0,0,0,0,0,0,0.002309031,0.000740958,0,0,0.000585874,0.000465253,23694081401,0.862560957,0.137439043,1,0.000108145,2.74565E-06,437477.8459,0,81.58738716,188.2785858,194.5545386,389.1090772,288.6938315,979.0486459,338.9014544,3250.943581,502.0762287,131.79501,0,338.9014544,34304.35832,320.0735958,815.8738716,326.3495486,0,0,778.2181545,13261.08839,332.6255015,8208.946339,0,7060.446966,62.75952859,0,0,0,0,0,0,0,0,0,840.977683,269.8659729,0,0,213.3823972,169.4507272,8.62968E+15,314155.3722,50057,364212.3722,39.38758428,1,0,0.1625,0.375,0.3875,0.775,0.575,1.95,0.675,6.475,1,0.2625,0,0.675,68.325,0.6375,1.625,0.65,0,0,1.55,26.4125,0.6625,16.35,0,14.0625,0.125,0,0,0,0,0,0,0,0,0,1.675,0.5375,0,0,0.425,0.3375,1.7188E+13,625.7125,99.7,725.4125,0.078449411,0.001991729,1.201161408,0,0.01864949,0.043037285,0.044471861,0.088943722,0.065990503,0.22379388,0.077467112,0.743110448,0.114766092,0.030126099,0,0.077467112,7.84139326,0.073163384,0.1864949,0.07459796,0,0,0.177887443,3.031259414,0.076032536,1.87642561,0,1.613898174,0.014345762,0,0,0,0,0,0,0,0,0,0.192233205,0.061686775,0,0,0.048775589,0.038733556,1.9726E+12,71.81057856,11.44217941,100,99.71,83.25
HER34_1A,HER34_1A_4,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000003.spe,304,1.3,11.3,11.3,106.34,596.25,307.35,318.27,6.45,1,0.018358,-0.017998,0.007268,0.110437,32379.19336,1.52,4,0,5,0,45,22,159,117,615,133,0,23,90,6934,31,173,34,35,0,14,2164,327,1547,0,1160,0,10,0,0,0,0,0,0,58,0,142,14,0,175,47,26,0,51687,8678,60365,5.956095875,0.167895215,74221,1.22947072,6.62636E-05,0,8.28295E-05,0,0.000745465,0.00036445,0.002633977,0.001938209,0.010188023,0.002203263,0,0.000381015,0.00149093,0.114867887,0.000513543,0.002865899,0.00056324,0.000579806,0,0.000231922,0.035848588,0.005417046,0.025627433,0,0.019216433,0,0.000165659,0,0,0,0,0,0,0.000960822,0,0.002352356,0.000231922,0,0.002899031,0.000778597,0.000430713,0,0.856241199,0.143758801,1,9.8668E-05,2.78133E-06,442043.5675,23.8243835,0,29.78047937,0,268.0243144,131.0341092,947.0192441,696.8632173,3662.998963,792.1607513,0,136.9902051,536.0486287,41299.56879,184.6389721,1030.404586,202.5072597,208.4633556,0,83.38534224,12888.99147,1947.643351,9214.080318,0,6909.071215,0,59.56095875,0,0,0,0,0,0,345.4535607,0,845.7656142,83.38534224,0,1042.316778,279.9365061,154.8584927,0,307852.7275,51687,359539.7275,35.47507807,1,0.030075188,0,0.037593985,0,0.338345865,0.165413534,1.195488722,0.879699248,4.62406015,1,0,0.172932331,0.676691729,52.13533835,0.233082707,1.30075188,0.255639098,0.263157895,0,0.105263158,16.27067669,2.458646617,11.63157895,0,8.721804511,0,0.07518797,0,0,0,0,0,0,0.436090226,0,1.067669173,0.105263158,0,1.315789474,0.353383459,0.195488722,0,388.6240602,65.2481203,453.8721805,0.044782676,0.00126237,1.22947072,0.005389601,0,0.006737001,0,0.060633009,0.029642804,0.21423663,0.157645822,0.828651118,0.179204225,0,0.030990204,0.121266017,9.342872927,0.041769406,0.233100233,0.045811607,0.047159007,0,0.018863603,2.915774014,0.440599863,2.084428096,0,1.562984222,0,0.013474002,0,0,0,0,0,0,0.078149211,0,0.191330827,0.018863603,0,0.235795033,0.063327809,0.035032405,0,69.64307369,11.69273886,100,99.66,81.34
HER34_1A,HER34_1A_5,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000004.spe,305,1.4,11.4,11.4,110.87,605.27,314.32,325.24,6.46,1,0.018358,-0.017998,0.007268,0.110437,33784.93359,1.22,0,24,10,0,29,57,132,46,546,32,0,9,26,5535,50,175,150,0,0,168,2226,78,1005,0,1128,7,0,0,0,0,30,0,0,0,0,84,110,22,128,7,15,0,54399,8616,63015,6.313718663,0.158385264,74694,1.185336825,0,0.000380862,0.000158692,0,0.000460208,0.000904547,0.002094739,0.000729985,0.008664604,0.000507816,0,0.000142823,0.0004126,0.087836229,0.000793462,0.002777117,0.002380386,0,0,0.002666032,0.035324923,0.001237801,0.015948584,0,0.0179005,0.000111085,0,0,0,0,0.000476077,0,0,0,0,0.001333016,0.001745616,0.000349123,0.002031262,0.000111085,0.000238039,0,0.86327065,0.13672935,1,0.000100194,2.51345E-06,471596.9018,0,151.5292479,63.13718663,0,183.0978412,359.8819638,833.4108635,290.4310585,3447.29039,202.0389972,0,56.82346797,164.1566852,34946.4328,315.6859331,1104.900766,947.0577994,0,0,1060.704735,14054.33774,492.4700557,6345.287256,0,7121.874652,44.19603064,0,0,0,0,189.4115599,0,0,0,0,530.3523677,694.5090529,138.9018106,808.1559889,44.19603064,94.70577994,0,343459.9815,54399,397858.9815,39.86304335,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.185336825,0,0.032131095,0.013387956,0,0.038825073,0.07631135,0.176721022,0.061584598,0.730982408,0.04284146,0,0.012049161,0.034808686,7.410233754,0.066939781,0.234289233,0.200819343,0,0,0.224917664,2.980159049,0.104426058,1.345489598,0,1.510161459,0.009371569,0,0,0,0,0.040163869,0,0,0,0,0.112458832,0.147267518,0.029453504,0.171365839,0.009371569,0.020081934,0,72.8291429,11.53506306,100,99.70,84.36
HER34_1A,HER34_1A_6,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000005.spe,306,1.5,11.5,11.5,115.08,618.47,320.1,332.22,6.46,1,0.018358,-0.017998,0.007268,0.110437,34402.92969,1.32,6,0,21,19,32,48,117,41,522,50,0,0,46,5232,75,226,86,72,0,79,2511,50,979,0,1325,0,0,0,0,58,0,0,0,0,0,110,0,0,81,52,14,3.39543E+15,55965,8642,64607,6.475931497,0.15441794,76312,1.18107945,9.28692E-05,0,0.000325042,0.000294086,0.000495302,0.000742954,0.001810949,0.000634606,0.00807962,0.00077391,0,0,0.000711997,0.080981937,0.001160865,0.003498073,0.001331125,0.00111443,0,0.001222778,0.038865758,0.00077391,0.015153157,0,0.020508614,0,0,0,0,0.000897736,0,0,0,0,0,0.001702602,0,0,0.001253734,0.000804866,0.000216695,52555091222,0.866237405,0.133762595,1,0.000100236,2.39011E-06,494152.4288,38.85558898,0,135.9945614,123.0426984,207.2298079,310.8447119,757.6839852,265.5131914,3380.436242,323.7965749,0,0,297.8928489,33882.07359,485.6948623,1463.560518,556.9301088,466.2670678,0,511.5985883,16261.06399,323.7965749,6339.936936,0,8580.609234,0,0,0,0,375.6040268,0,0,0,0,0,712.3524647,0,0,524.5504513,336.7484379,90.66304096,2.19886E+16,362425.5062,55965,418390.5062,41.93768876,1,0.12,0,0.42,0.38,0.64,0.96,2.34,0.82,10.44,1,0,0,0.92,104.64,1.5,4.52,1.72,1.44,0,1.58,50.22,1,19.58,0,26.5,0,0,0,0,1.16,0,0,0,0,0,2.2,0,0,1.62,1.04,0.28,6.79085E+13,1119.3,172.84,1292.14,0.12951863,0.003088359,1.18107945,0.007863078,0,0.027520772,0.024899746,0.041936414,0.062904621,0.153330013,0.05373103,0.684087752,0.065525647,0,0,0.060283595,6.856603675,0.09828847,0.296175923,0.112704112,0.094356931,0,0.103530522,3.290697979,0.065525647,1.282992163,0,1.736429639,0,0,0,0,0.07600975,0,0,0,0,0,0.144156423,0,0,0.106151548,0.068146673,0.018347181,4.44975E+12,73.34285639,11.32545278,100,99.77,84.67
HER34_1A,HER34_1A_7,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000006.spe,307,1.6,11.6,11.6,118.37,633.97,326.33,339.2,6.47,1,0.018358,-0.017998,0.007268,0.110437,34864.18359,1.27,41,31,28,23,36,45,114,43,559,87,0,0,61,5301,0,171,18,142,0,20,2746,0,763,0,1104,0,0,0,0,37,0,0,0,0,0,27,0,0,231,104,26,0,56814,8552,65366,6.643358279,0.150526279,76763,1.173729462,0.000627237,0.000474253,0.000428357,0.000351865,0.000550745,0.000688431,0.001744026,0.000657834,0.008551847,0.001330967,0,0,0.000933207,0.081097206,0,0.002616039,0.000275373,0.002172383,0,0.000305969,0.042009607,0,0.011672735,0,0.016889514,0,0,0,0,0.000566044,0,0,0,0,0,0.000413059,0,0,0.003533947,0.001591041,0.00039776,0,0.869167457,0.130832543,1,0.000101633,2.30282E-06,509691.7339,272.3776894,205.9441066,186.0140318,152.7972404,239.160898,298.9511225,757.3428438,285.664406,3713.637278,577.9721703,0,0,405.244855,35216.44224,0,1136.014266,119.580449,943.3568756,0,132.8671656,18242.66183,0,5068.882367,0,7334.26754,0,0,0,0,245.8042563,0,0,0,0,0,179.3706735,0,0,1534.615762,690.909261,172.7273152,0,377435.7572,56814,434249.7572,44.13420922,1,0.471264368,0.356321839,0.32183908,0.264367816,0.413793103,0.517241379,1.310344828,0.494252874,6.425287356,1,0,0,0.701149425,60.93103448,0,1.965517241,0.206896552,1.632183908,0,0.229885057,31.56321839,0,8.770114943,0,12.68965517,0,0,0,0,0.425287356,0,0,0,0,0,0.310344828,0,0,2.655172414,1.195402299,0.298850575,0,653.0344828,98.29885057,751.3333333,0.07636044,0.001730187,1.173729462,0.053439691,0.04040562,0.036495399,0.029978363,0.046922656,0.05865332,0.14858841,0.056046506,0.728604572,0.113396418,0,0,0.079507833,6.90936107,0,0.222882615,0.023461328,0.185083809,0,0.026068142,3.579155914,0,0.994499622,0,1.438961445,0,0,0,0,0.048226063,0,0,0,0,0,0.035191992,0,0,0.301087042,0.135554339,0.033888585,0,74.05177133,11.14673757,100,99.76,85.20
HER34_1A,HER34_1A_8,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000007.spe,308,1.7,11.7,11.7,121.08,645.46,332.73,346.17,6.48,1,0.018358,-0.017998,0.007268,0.110437,34586.17188,1.64,0,12,0,37,50,58,125,51,566,89,0,0,42,4717,53,209,101,0,0,0,2546,160,763,0,1265,16,4,0,0,21,13,0,0,0,0,0,0,11,43,36,15,0,56382,8712,65094,6.471763085,0.154517399,76003,1.167588411,0,0.000184349,0,0.000568409,0.00076812,0.000891019,0.0019203,0.000783482,0.008695118,0.001367254,0,0,0.000645221,0.072464436,0.000814207,0.003210741,0.001551602,0,0,0,0.039112668,0.002457984,0.01172151,0,0.019433435,0.000245798,6.14496E-05,0,0,0.00032261,0.000199711,0,0,0,0,0,0,0.000168986,0.000660583,0.000553046,0.000230436,0,0.86616278,0.13383722,1,9.94218E-05,2.37376E-06,491873.4098,0,77.66115702,0,239.4552342,323.5881543,375.362259,808.9703857,330.0599174,3663.017906,575.9869146,0,0,271.8140496,30527.30647,343.0034435,1352.598485,653.6480716,0,0,0,16477.10882,1035.482094,4937.955234,0,8186.780303,103.5482094,25.88705234,0,0,135.9070248,84.13292011,0,0,0,0,0,0,71.18939394,278.2858127,232.9834711,97.07644628,0,364890.9463,56382,421272.9463,41.88371743,1,0,0.134831461,0,0.415730337,0.561797753,0.651685393,1.404494382,0.573033708,6.359550562,1,0,0,0.471910112,53,0.595505618,2.348314607,1.134831461,0,0,0,28.60674157,1.797752809,8.573033708,0,14.21348315,0.179775281,0.04494382,0,0,0.235955056,0.146067416,0,0,0,0,0,0,0.123595506,0.483146067,0.404494382,0.168539326,0,633.505618,97.88764045,731.3932584,0.072716439,0.001736151,1.167588411,0,0.01578885,0,0.048682289,0.065786877,0.076312777,0.164467192,0.067102614,0.744707446,0.117100641,0,0,0.055260977,6.206333961,0.069734089,0.274989145,0.132889491,0,0,0,3.349867768,0.210518006,1.00390774,0,1.664407984,0.021051801,0.00526295,0,0,0.027630488,0.017104588,0,0,0,0,0,0,0.014473113,0.056576714,0.047366551,0.019736063,0,74.18391379,11.46270542,100,99.73,85.65
HER34_1A,HER34_1A_9,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000008.spe,309,1.8,11.8,11.8,124.18,656.95,339.1,353.15,6.47,1,0.018358,-0.017998,0.007268,0.110437,34635.38281,1.51,0,15,17,46,69,36,141,20,476,65,8,0,91,4278,51,231,117,65,0,87,2359,0,805,0,975,6,14,0,0,0,74,0,41,0,0,0,79,0,166,30,14,1.2837E+15,57132,8560,65692,6.674299065,0.149828467,75858,1.154752481,0,0.000228338,0.000258783,0.000700237,0.001050356,0.000548012,0.00214638,0.000304451,0.007245936,0.000989466,0.00012178,0,0.001385252,0.065122085,0.00077635,0.00351641,0.001781039,0.000989466,0,0.001324362,0.035910004,0,0.012254156,0,0.01484199,9.13353E-05,0.000213116,0,0,0,0.001126469,0,0.000624125,0,0,0,0.001202582,0,0.002526944,0.000456677,0.000213116,19541183778,0.86969494,0.13030506,1,0.0001016,2.28077E-06,506298.9785,0,100.114486,113.4630841,307.017757,460.5266355,240.2747664,941.0761682,133.4859813,3176.966355,433.8294393,53.39439252,0,607.361215,28552.6514,340.3892523,1541.763084,780.8929907,433.8294393,0,580.6640187,15744.6715,0,5372.810748,0,6507.441589,40.04579439,93.44018692,0,0,0,493.8981308,0,273.6462617,0,0,0,527.2696262,0,1107.933645,200.228972,93.44018692,8.56779E+15,381316.0542,57132,438448.0542,44.54626801,1,0,0.230769231,0.261538462,0.707692308,1.061538462,0.553846154,2.169230769,0.307692308,7.323076923,1,0.123076923,0,1.4,65.81538462,0.784615385,3.553846154,1.8,1,0,1.338461538,36.29230769,0,12.38461538,0,15,0.092307692,0.215384615,0,0,0,1.138461538,0,0.630769231,0,0,0,1.215384615,0,2.553846154,0.461538462,0.215384615,1.97492E+13,878.9538462,131.6923077,1010.646154,0.102681524,0.002305053,1.154752481,0,0.019773788,0.022410293,0.060639616,0.090959424,0.047457091,0.185873606,0.02636505,0.627488202,0.085686414,0.01054602,0,0.11996098,5.6394843,0.067230879,0.304516333,0.154235545,0.085686414,0,0.11468797,3.109757705,0,1.061193282,0,1.285296211,0.007909515,0.018455535,0,0,0,0.097550687,0,0.054048354,0,0,0,0.104141949,0,0.218829919,0.039547576,0.018455535,1.69224E+12,75.31440323,11.28424161,100,99.61,86.60
HER34_1A,HER34_1A_10,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000009.spe,310,1.9,11.9,11.9,128.76,673.02,345.72,360.13,6.47,1,0.018358,-0.017998,0.007269,0.110437,34763.63281,1.52,0,0,0,18,24,55,102,50,526,80,0,14,69,5720,25,149,24,0,0,111,2561,98,852,0,1020,6,20,0,0,86,42,0,0,0,0,78,126,92,94,58,31,1.0841E+15,55864,8671,64535,6.442624841,0.155216239,76483,1.185139847,0,0,0,0.000278918,0.000371891,0.000852251,0.001580538,0.000774773,0.008150616,0.001239637,0,0.000216937,0.001069187,0.088634075,0.000387387,0.002308825,0.000371891,0,0,0.001719997,0.039683892,0.001518556,0.013202138,0,0.015805377,9.29728E-05,0.000309909,0,0,0.00133261,0.00065081,0,0,0,0,0.001208646,0.001952429,0.001425583,0.001456574,0.000898737,0.000480359,16798658081,0.865638801,0.134361199,1,9.98315E-05,2.40515E-06,492751.2757,0,0,0,115.9672471,154.6229962,354.3443663,657.1477338,322.1312421,3388.820667,515.4099873,0,90.19674778,444.5411141,36851.81409,161.065621,959.9511014,154.6229962,0,0,715.1313574,16499.56222,631.3772345,5489.116365,0,6571.477338,38.65574905,128.8524968,0,0,554.0657364,270.5902433,0,0,0,0,502.5247376,811.77073,592.7214854,605.6067351,373.6722408,199.7213701,6.98446E+15,359910.7941,55864,415774.7941,41.50741485,1,0,0,0,0.225,0.3,0.6875,1.275,0.625,6.575,1,0,0.175,0.8625,71.5,0.3125,1.8625,0.3,0,0,1.3875,32.0125,1.225,10.65,0,12.75,0.075,0.25,0,0,1.075,0.525,0,0,0,0,0.975,1.575,1.15,1.175,0.725,0.3875,1.35513E+13,698.3,108.3875,806.6875,0.080532811,0.001940203,1.185139847,0,0,0,0.023534642,0.031379522,0.071911405,0.13336297,0.065374005,0.687734529,0.104598407,0,0.018304721,0.090216126,7.478786135,0.032687002,0.194814534,0.031379522,0,0,0.14513029,3.34845652,0.128133049,1.11397304,0,1.333629695,0.007844881,0.026149602,0,0,0.112443288,0.054914164,0,0,0,0,0.101983447,0.164742492,0.120288169,0.122903129,0.075833845,0.040531883,1.41744E+12,73.04106795,11.33715989,100,99.53,84.38
