Data/BAS_sjro/Sept_2015/HER34/    29/09/2015  re-evaluated data  peakarea,,,,,,,BACON v2.5  HER34-M1 (cal a BP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Element/inc+coh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Element/coh_inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ln(Element/Ti)  where Ti>50 cps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,% of TSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Section,ID,filename,position_mm,Section_depth_cm,Field_depth_cm,Strat_depth_cm,SH20_min_age_95CI,max_age_95CI,SH20_median_age,SH20_mean_age,sample surface,validity,E_gain,E_offset,F_slope,F_offset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,cps_sum,Norm_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo coh,inc+coh,inc_coh,coh_inc,coh_inc_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,Norm_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,SUM,SUM_main,Total scatter %
HER34_1A,HER34_1A_139,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000138.spe,439,14.8,24.8,24.8,589.29,1981.82,1222.39,1240.61,6.65,1,0.018358,-0.017998,0.007269,0.110437,34759.72266,1.63,0,6,0,18,67,67,143,60,596,75,28,22,71,4044,12,206,79,111,0,155,3013,0,628,0,1092,12,0,5,0,66,41,0,0,0,0,44,188,49,0,93,0,8.56622E+14,55899,8725,64624,6.406762178,0.156085082,75522,1.168637039,0,9.28448E-05,0,0.000278534,0.001036767,0.001036767,0.0022128,0.000928448,0.00922258,0.00116056,0.000433276,0.000340431,0.001098663,0.062577371,0.00018569,0.00318767,0.001222456,0.001717628,0,0.00239849,0.046623545,0,0.009717752,0,0.016897747,0.00018569,0,7.73706E-05,0,0.001021292,0.000634439,0,0,0,0,0.000680862,0.002909136,0.000758232,0,0.001439094,0,13255479433,0.86498824,0.13501176,1,9.91391E-05,2.41528E-06,483851.4932,0,38.44057307,0,115.3217192,429.2530659,429.2530659,916.1669914,384.4057307,3818.430258,480.5071633,179.389341,140.9487679,454.8801146,25908.94625,76.88114613,1319.793009,506.134212,711.1506017,0,993.0481375,19303.57444,0,4023.446648,0,6996.184298,76.88114613,0,32.03381089,0,422.8463037,262.6772493,0,0,0,0,281.8975358,1204.471289,313.9313467,0,595.8288825,0,5.48817E+15,358131.599,55899,414030.599,41.0466016,1,0,0.08,0,0.24,0.893333333,0.893333333,1.906666667,0.8,7.946666667,1,0.373333333,0.293333333,0.946666667,53.92,0.16,2.746666667,1.053333333,1.48,0,2.066666667,40.17333333,0,8.373333333,0,14.56,0.16,0,0.066666667,0,0.88,0.546666667,0,0,0,0,0.586666667,2.506666667,0.653333333,0,1.24,0,1.14216E+13,745.32,116.3333333,861.6533333,0.085423496,0.002081134,1.168637039,0,0.007944705,0,0.023834115,0.088715871,0.088715871,0.189348799,0.079447049,0.789174016,0.099308811,0.037075289,0.029130584,0.094012341,5.354731072,0.01588941,0.2727682,0.104605281,0.14697704,0,0.205238209,3.989565954,0,0.831545775,0,1.445936283,0.01588941,0,0.006620587,0,0.087391753,0.054288817,0,0,0,0,0.058261169,0.248934085,0.064881756,0,0.123142925,0,1.13427E+12,74.01684277,11.55292498,100,99.51,85.57
HER34_1A,HER34_1A_140,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000139.spe,440,14.9,24.9,24.9,591.41,1992.56,1229.13,1247.45,6.65,1,0.018358,-0.017998,0.007269,0.110437,34925.08203,1.35,0,0,12,30,77,46,149,34,522,77,5,6,75,3995,0,191,100,139,0,71,2910,70,889,0,1156,0,0,0,0,25,120,22,0,0,0,0,0,0,235,89,0,3.53202E+15,56653,8815,65468,6.42688599,0.15559635,76189,1.163759394,0,0,0.000183296,0.000458239,0.001176147,0.000702633,0.002275921,0.000519338,0.007973361,0.001176147,7.63732E-05,9.16478E-05,0.001145598,0.061022179,0,0.002917456,0.001527464,0.002123175,0,0.001084499,0.044449197,0.001069225,0.013579153,0,0.017657482,0,0,0,0,0.000381866,0.001832957,0.000336042,0,0,0,0,0,0,0.00358954,0.001359443,0,53950342601,0.865354066,0.134645934,1,9.81684E-05,2.37668E-06,489658.0167,0,0,77.12263188,192.8065797,494.8702212,295.6367555,957.6060125,218.5141237,3354.834487,494.8702212,32.13442995,38.56131594,482.0164492,25675.40953,0,1227.535224,642.688599,893.3371526,0,456.3089053,18702.23823,449.8820193,5713.501645,0,7429.480204,0,0,0,0,160.6721497,771.2263188,141.3914918,0,0,0,0,0,0,1510.318208,571.9928531,0,2.26999E+16,364102.372,56653,420755.372,41.30486353,1,0,0,0.155844156,0.38961039,1,0.597402597,1.935064935,0.441558442,6.779220779,1,0.064935065,0.077922078,0.974025974,51.88311688,0,2.480519481,1.298701299,1.805194805,0,0.922077922,37.79220779,0.909090909,11.54545455,0,15.01298701,0,0,0,0,0.324675325,1.558441558,0.285714286,0,0,0,0,0,0,3.051948052,1.155844156,0,4.58704E+13,735.7532468,114.4805195,850.2337662,0.083466052,0.002020732,1.163759394,0,0,0.015750305,0.039375763,0.101064458,0.06037617,0.195566289,0.044625865,0.685138275,0.101064458,0.006562627,0.007875153,0.098439407,5.243539094,0,0.250692357,0.131252543,0.182441035,0,0.093189306,3.819449002,0.09187678,1.166835107,0,1.517279397,0,0,0,0,0.032813136,0.157503052,0.028875559,0,0,0,0,0,0,0.308443476,0.116814763,0,4.63587E+12,74.3585032,11.56991167,100,99.57,85.93
HER34_1A,HER34_1A_141,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000140.spe,441,15,25,25,593.38,2004.89,1234.12,1254.29,6.65,1,0.018358,-0.017998,0.007269,0.110437,35053.45313,1.26,0,11,0,6,49,45,121,48,636,52,0,0,27,4372,67,181,101,67,0,116,2969,57,893,0,1339,5,0,0,0,21,28,0,0,0,0,0,45,0,54,8,5,7.04446E+13,56753,8544,65297,6.642439139,0.150547108,76553,1.17238158,0,0.000168461,0,9.18878E-05,0.000750417,0.000689159,0.001853071,0.000735103,0.009740111,0.000796361,0,0,0.000413495,0.066955603,0.001026081,0.00277195,0.001546779,0.001026081,0,0.001776498,0.045469164,0.000872934,0.013675973,0,0.020506302,7.65732E-05,0,0,0,0.000321607,0.00042881,0,0,0,0,0,0.000689159,0,0.000826991,0.000122517,7.65732E-05,1078834320,0.869151722,0.130848278,1,0.000101727,2.30557E-06,508498.6434,0,73.06683052,0,39.85463483,325.4795178,298.9097612,803.7351358,318.8370787,4224.591292,345.4068352,0,0,179.3458567,29040.74391,445.0434223,1202.281484,670.886353,445.0434223,0,770.5229401,19721.4018,378.6190309,5931.698151,0,8894.226007,33.21219569,0,0,0,139.4912219,185.9882959,0,0,0,0,0,298.9097612,0,358.6917135,53.13951311,33.21219569,4.67924E+14,376978.3484,56753,433731.3484,44.12199771,1,0,0.211538462,0,0.115384615,0.942307692,0.865384615,2.326923077,0.923076923,12.23076923,1,0,0,0.519230769,84.07692308,1.288461538,3.480769231,1.942307692,1.288461538,0,2.230769231,57.09615385,1.096153846,17.17307692,0,25.75,0.096153846,0,0,0,0.403846154,0.538461538,0,0,0,0,0,0.865384615,0,1.038461538,0.153846154,0.096153846,1.3547E+12,1091.403846,164.3076923,1255.711538,0.127739214,0.002895137,1.17238158,0,0.01436913,0,0.007837707,0.064007942,0.058782804,0.158060429,0.062701658,0.830796964,0.067926796,0,0,0.035269682,5.711075987,0.087521064,0.236437501,0.131934738,0.087521064,0,0.151529006,3.878358784,0.074458218,1.16651209,0,1.749114992,0.006531423,0,0,0,0.027431975,0.036575967,0,0,0,0,0,0.058782804,0,0.070539365,0.010450276,0.006531423,92020749821,74.13556621,11.16089507,100,99.76,85.30
HER34_1A,HER34_1A_142,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000141.spe,442,15.1,25.1,25.1,601.6,2008.61,1240.24,1261.54,6.67,1,0.018358,-0.017998,0.007269,0.110437,34619.78516,1.32,0,8,28,11,67,60,155,76,702,51,0,12,70,5184,0,181,30,88,0,125,2938,0,1144,0,1302,0,0,0,0,33,0,0,0,78,0,129,38,49,109,179,10,0,55160,8326,63486,6.625030026,0.150942712,76045,1.197823142,0,0.000126012,0.000441042,0.000173267,0.001055351,0.00094509,0.002441483,0.001197114,0.011057556,0.000803327,0,0.000189018,0.001102605,0.081655798,0,0.002851022,0.000472545,0.001386132,0,0.001968938,0.04627792,0,0.018019721,0,0.020508459,0,0,0,0,0.0005198,0,0,0,0.001228617,0,0.002031944,0.000598557,0.000771824,0.001716914,0.002819519,0.000157515,0,0.868852975,0.131147025,1,0.000104354,2.37757E-06,503800.4084,0,53.00024021,185.5008407,72.87533029,443.8770118,397.5018016,1026.879654,503.502282,4650.771079,337.8765313,0,79.50036032,463.7521018,34344.15566,0,1199.130435,198.7509008,583.0026423,0,828.1287533,19464.33822,0,7579.03435,0,8625.789094,0,0,0,0,218.6259909,0,0,0,516.7523421,0,854.6288734,251.751141,324.6264713,722.1282729,1185.880375,66.25030026,0,365436.6563,55160,420596.6563,43.89102285,1,0,0.156862745,0.549019608,0.215686275,1.31372549,1.176470588,3.039215686,1.490196078,13.76470588,1,0,0.235294118,1.37254902,101.6470588,0,3.549019608,0.588235294,1.725490196,0,2.450980392,57.60784314,0,22.43137255,0,25.52941176,0,0,0,0,0.647058824,0,0,0,1.529411765,0,2.529411765,0.745098039,0.960784314,2.137254902,3.509803922,0.196078431,0,1081.568627,163.254902,1244.823529,0.12990255,0.002959661,1.197823142,0,0.010520087,0.036820304,0.014465119,0.088105727,0.078900651,0.203826682,0.099940825,0.923137616,0.067065553,0,0.01578013,0.092050759,6.81701624,0,0.238016964,0.039450325,0.115720955,0,0.164376356,3.863501874,0,1.504372411,0,1.712144125,0,0,0,0,0.043395358,0,0,0,0.102570846,0,0.1696364,0.049970412,0.064435532,0.143336183,0.235386942,0.013150108,0,72.53599842,10.94878033,100,99.56,83.48
HER34_1A,HER34_1A_143,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000142.spe,443,15.2,25.2,25.2,611.33,2013.74,1246.2,1268.79,6.7,1,0.018358,-0.017998,0.007269,0.110437,32793.01953,1.53,0,20,0,38,56,43,170,31,531,80,0,0,60,3628,58,180,52,21,0,81,2519,47,1089,0,1034,10,0,0,0,28,0,0,0,48,0,14,21,0,83,0,17,0,53702,8383,62085,6.406059883,0.156102194,71944,1.158798422,0,0.000322139,0,0.000612064,0.000901989,0.000692599,0.002738182,0.000499315,0.008552791,0.001288556,0,0,0.000966417,0.058436015,0.000934203,0.002899251,0.000837561,0.000338246,0,0.001304663,0.040573407,0.000757027,0.017540469,0,0.016654586,0.00016107,0,0,0,0.000450995,0,0,0,0.000773134,0,0.000225497,0.000338246,0,0.001336877,0,0.000273818,0,0.864975437,0.135024563,1,0.000103182,2.51433E-06,460877.5722,0,128.1211977,0,243.4302756,358.7393535,275.460575,1089.03018,198.5878564,3401.617798,512.4847906,0,0,384.363593,23241.18526,371.5514732,1153.090779,333.1151139,134.5272575,0,518.8908505,16136.86485,301.0848145,6976.199213,0,6623.865919,64.06059883,0,0,0,179.3696767,0,0,0,307.4908744,0,89.68483836,134.5272575,0,531.7029703,0,108.903018,0,344018.2278,53702,397720.2278,41.03760323,1,0,0.25,0,0.475,0.7,0.5375,2.125,0.3875,6.6375,1,0,0,0.75,45.35,0.725,2.25,0.65,0.2625,0,1.0125,31.4875,0.5875,13.6125,0,12.925,0.125,0,0,0,0.35,0,0,0,0.6,0,0.175,0.2625,0,1.0375,0,0.2125,0,671.275,104.7875,776.0625,0.080075749,0.001951277,1.158798422,0,0.0277994,0,0.052818859,0.077838319,0.059768709,0.236294896,0.043089069,0.738074058,0.111197598,0,0,0.083398199,5.042811075,0.080618259,0.250194596,0.072278439,0.02918937,0,0.112587568,3.501334371,0.065328589,1.513677305,0,1.437228956,0.0138997,0,0,0,0.038919159,0,0,0,0.066718559,0,0.01945958,0.02918937,0,0.115367508,0,0.02362949,0,74.64416769,11.65211831,100,99.62,86.30
HER34_1A,HER34_1A_144,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000143.spe,444,15.3,25.3,25.3,616.61,2018.6,1253.56,1276.03,6.74,1,0.018358,-0.017998,0.007269,0.110437,32746.45898,1.46,23,30,21,28,56,58,154,45,411,35,0,16,54,3178,0,162,171,88,0,0,2647,5,910,0,1305,6,9,0,0,0,80,0,0,0,0,52,120,0,65,87,6,1.57112E+15,53723,8186,61909,6.562790129,0.152374216,71573,1.155728569,0.000371513,0.000484582,0.000339208,0.000452277,0.000904553,0.000936859,0.002487522,0.000726873,0.006638776,0.000565346,0,0.000258444,0.000872248,0.051333409,0,0.002616744,0.002762119,0.001421441,0,0,0.042756304,8.07637E-05,0.014698994,0,0.021079326,9.69164E-05,0.000145375,0,0,0,0.001292219,0,0,0,0,0.000839942,0.001938329,0,0.001049928,0.001405288,9.69164E-05,25377868665,0.867773668,0.132226332,1,0.000106007,2.46126E-06,469567.6338,150.944173,196.8837039,137.8185927,183.7581236,367.5162473,380.6418275,1010.66968,295.3255558,2697.306743,229.6976545,0,105.0046421,354.390667,20856.54703,0,1063.172001,1122.237112,577.5255314,0,0,17371.70547,32.81395065,5972.139018,0,8564.441119,39.37674078,59.06511117,0,0,0,525.0232104,0,0,0,0,341.2650867,787.5348155,0,426.5813584,570.9627413,39.37674078,1.03109E+16,352572.7741,53723,406295.7741,43.07021428,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.155728569,0.032145353,0.041928721,0.029350105,0.039133473,0.078266946,0.081062194,0.215234102,0.062893082,0.57442348,0.048916841,0,0.022361985,0.075471698,4.441649196,0,0.226415094,0.238993711,0.122990915,0,0,3.699510832,0.00698812,1.271837876,0,1.823899371,0.008385744,0.012578616,0,0,0,0.111809923,0,0,0,0,0.07267645,0.167714885,0,0.090845563,0.121593291,0.008385744,2.19583E+12,75.08455625,11.44095038,100,99.59,86.53
HER34_1A,HER34_1A_145,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000144.spe,445,15.4,25.4,25.4,627.33,2023.35,1262.6,1283.28,6.74,1,0.018358,-0.017998,0.007269,0.110437,33026.76172,1.27,0,0,0,17,48,63,129,24,477,58,0,0,35,3645,71,194,127,87,0,0,2709,91,807,0,1068,15,0,15,0,0,38,0,0,0,0,0,0,0,0,8,14,0,53360,8028,61388,6.646736423,0.150449775,71106,1.158304555,0,0,0,0.000276927,0.000781912,0.001026259,0.002101388,0.000390956,0.007770248,0.00094481,0,0,0.000570144,0.059376425,0.001156578,0.003160227,0.002068808,0.001417215,0,0,0.044129146,0.001482374,0.013145892,0,0.017397537,0.000244347,0,0.000244347,0,0,0.000619013,0,0,0,0,0,0,0,0,0.000130319,0.000228058,0,0.869225256,0.130774744,1,0.000108274,2.4508E-06,472622.8401,0,0,0,112.9945192,319.0433483,418.7443946,857.4289985,159.5216741,3170.493274,385.5107125,0,0,232.6357748,24227.35426,471.918286,1289.466866,844.1355257,578.2660688,0,0,18006.00897,604.8530144,5363.916293,0,7098.714499,99.70104634,0,99.70104634,0,0,252.5759841,0,0,0,0,0,0,0,0,53.17389138,93.05430992,0,354669.8555,53360,408029.8555,44.17910507,1,0,0,0,0.293103448,0.827586207,1.086206897,2.224137931,0.413793103,8.224137931,1,0,0,0.603448276,62.84482759,1.224137931,3.344827586,2.189655172,1.5,0,0,46.70689655,1.568965517,13.9137931,0,18.4137931,0.25862069,0,0.25862069,0,0,0.655172414,0,0,0,0,0,0,0,0,0.137931034,0.24137931,0,920,138.4137931,1058.413793,0.114598904,0.002593962,1.158304555,0,0,0,0.023907968,0.067504852,0.088600118,0.18141929,0.033752426,0.670829466,0.081568363,0,0,0.049222288,5.126149692,0.099850927,0.27283211,0.178606587,0.122352544,0,0,3.80980508,0.127977948,1.134925323,0,1.501982955,0.021095266,0,0.021095266,0,0,0.053441341,0,0,0,0,0,0,0,0,0.011250809,0.019688915,0,75.04289371,11.29018648,100,99.72,86.33
HER34_1A,HER34_1A_146,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000145.spe,446,15.5,25.5,25.5,633.96,2030.37,1268.91,1290.53,6.73,1,0.018358,-0.017998,0.007269,0.110437,33174.97266,1.82,0,22,29,25,78,47,159,11,487,86,0,10,25,3414,10,122,25,10,0,121,2862,0,759,0,1130,18,6,0,0,0,0,0,0,0,0,29,118,10,38,64,14,0,53377,8262,61639,6.460542242,0.154785769,71252,1.155956456,0,0.000356917,0.000470481,0.000405587,0.001265433,0.000762504,0.002579536,0.000178458,0.007900842,0.001395221,0,0.000162235,0.000405587,0.055387011,0.000162235,0.001979266,0.000405587,0.000162235,0,0.001963043,0.046431642,0,0.012313633,0,0.018332549,0.000292023,9.7341E-05,0,0,0,0,0,0,0,0,0.000470481,0.001914372,0.000162235,0.000616493,0.001038304,0.000227129,0,0.865961485,0.134038515,1,0.000104813,2.51117E-06,460326.5558,0,142.1319293,187.355725,161.513556,503.9222948,303.6454854,1027.226216,71.06596466,3146.284072,555.6066328,0,64.60542242,161.513556,22056.29121,64.60542242,788.1861535,161.513556,64.60542242,0,781.7256112,18490.0719,0,4903.551561,0,7300.412733,116.2897603,38.76325345,0,0,0,0,0,0,0,0,187.355725,762.3439845,64.60542242,245.5006052,413.4747035,90.44759138,0,344844.3632,53377,398221.3632,41.73860606,1,0,0.255813953,0.337209302,0.290697674,0.906976744,0.546511628,1.848837209,0.127906977,5.662790698,1,0,0.11627907,0.290697674,39.69767442,0.11627907,1.418604651,0.290697674,0.11627907,0,1.406976744,33.27906977,0,8.825581395,0,13.13953488,0.209302326,0.069767442,0,0,0,0,0,0,0,0,0.337209302,1.372093023,0.11627907,0.441860465,0.744186047,0.162790698,0,620.6627907,96.06976744,716.7325581,0.075122584,0.001799835,1.155956456,0,0.030876326,0.040700612,0.035086734,0.109470611,0.065963061,0.223151631,0.015438163,0.683489586,0.120698366,0,0.014034694,0.035086734,4.791444451,0.014034694,0.171223264,0.035086734,0.014034694,0,0.169819795,4.016729355,0,1.065233257,0,1.585920395,0.025262449,0.008420816,0,0,0,0,0,0,0,0,0.040700612,0.165609386,0.014034694,0.053331836,0.08982204,0.019648571,0,74.9129849,11.59546399,100,99.68,86.51
HER34_1A,HER34_1A_147,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000146.spe,447,15.6,25.6,25.6,643.37,2034.84,1276.71,1297.77,6.7,1,0.018358,-0.017998,0.007269,0.110437,33932.12109,1.31,11,40,16,25,45,40,140,41,606,98,18,0,83,4071,62,187,142,97,0,96,2751,0,961,0,1046,0,7,0,0,25,0,0,0,15,0,77,115,0,0,0,35,1.32662E+15,54786,8448,63234,6.485085227,0.154199978,74049,1.17085745,0.000173957,0.000632571,0.000253028,0.000395357,0.000711642,0.000632571,0.002213999,0.000648385,0.009583452,0.001549799,0.000284657,0,0.001312585,0.064379922,0.000980485,0.00295727,0.002245627,0.001533985,0,0.001518171,0.043505076,0,0.01519752,0,0.016541734,0,0.0001107,0,0,0.000395357,0,0,0,0.000237214,0,0.001217699,0.001818642,0,0,0,0.0005535,20979613336,0.866400987,0.133599013,1,0.000102557,2.43856E-06,480142.7401,71.3359375,259.4034091,103.7613636,162.1271307,291.8288352,259.4034091,907.9119318,265.8884943,3929.961648,635.5383523,116.7315341,0,538.2620739,26400.78196,402.0752841,1212.710938,920.8821023,629.053267,0,622.5681818,17840.46946,0,6232.166903,0,6783.399148,0,45.39559659,0,0,162.1271307,0,0,0,97.27627841,0,499.3515625,745.7848011,0,0,0,226.977983,8.60328E+15,355291.8793,54786,410077.8793,42.0563304,1,0.112244898,0.408163265,0.163265306,0.255102041,0.459183673,0.408163265,1.428571429,0.418367347,6.183673469,1,0.183673469,0,0.846938776,41.54081633,0.632653061,1.908163265,1.448979592,0.989795918,0,0.979591837,28.07142857,0,9.806122449,0,10.67346939,0,0.071428571,0,0,0.255102041,0,0,0,0.153061224,0,0.785714286,1.173469388,0,0,0,0.357142857,1.3537E+13,559.0408163,86.20408163,645.244898,0.066174339,0.001573469,1.17085745,0.014857235,0.054026311,0.021610524,0.033766444,0.0607796,0.054026311,0.189092088,0.055376969,0.818498609,0.132364461,0.02431184,0,0.112104595,5.498527783,0.083740782,0.252573003,0.191793403,0.131013804,0,0.129663146,3.715659526,0,1.297982117,0,1.412788028,0,0.009454604,0,0,0.033766444,0,0,0,0.020259867,0,0.104000648,0.155325644,0,0,0,0.047273022,1.79182E+12,73.99713661,11.41035684,100,99.67,85.41
HER34_1A,HER34_1A_148,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000147.spe,448,15.7,25.7,25.7,650.55,2039.93,1285.7,1305.02,6.68,1,0.018358,-0.017998,0.007269,0.110437,34025.71484,1.33,0,18,18,28,68,51,137,37,610,152,0,8,71,4402,0,170,81,163,0,0,2850,0,817,0,1407,0,6,0,0,20,91,0,0,0,0,33,97,41,20,52,0,2.62427E+13,54469,8173,62642,6.664505078,0.150048652,74018,1.181603397,0,0.000287347,0.000287347,0.000446984,0.001085534,0.00081415,0.002187031,0.000590658,0.009737876,0.002426487,0,0.00012771,0.001133425,0.070272341,0,0.002713834,0.001293062,0.002602088,0,0,0.045496632,0,0.013042368,0,0.022460969,0,9.57824E-05,0,0,0.000319275,0.001452699,0,0,0,0,0.000526803,0.001548482,0.000654513,0.000319275,0.000830114,0,418930747.5,0.869528431,0.130471569,1,0.00010639,2.39534E-06,493293.3368,0,119.9610914,119.9610914,186.6061422,453.1863453,339.889759,913.0371956,246.5866879,4065.348097,1013.004772,0,53.31604062,473.1798605,29337.15135,0,1132.965863,539.8249113,1086.314328,0,0,18993.83947,0,5444.900648,0,9376.958644,0,39.98703047,0,0,133.2901016,606.4699621,0,0,0,0,219.9286676,646.4569925,273.2447082,133.2901016,346.554264,0,1.74894E+14,363008.9271,54469,417477.9271,44.41562793,1,0,0.118421053,0.118421053,0.184210526,0.447368421,0.335526316,0.901315789,0.243421053,4.013157895,1,0,0.052631579,0.467105263,28.96052632,0,1.118421053,0.532894737,1.072368421,0,0,18.75,0,5.375,0,9.256578947,0,0.039473684,0,0,0.131578947,0.598684211,0,0,0,0,0.217105263,0.638157895,0.269736842,0.131578947,0.342105263,0,1.72649E+11,358.3486842,53.76973684,412.1184211,0.043845428,0.000987162,1.181603397,0,0.024318409,0.024318409,0.037828636,0.091869545,0.068902159,0.185090113,0.049987841,0.824123862,0.205355454,0,0.010808182,0.095922613,5.947202032,0,0.229673863,0.109432841,0.220216704,0,0,3.850414764,0,1.103785566,0,1.900888973,0,0.008106136,0,0,0.027020454,0.122943068,0,0,0,0,0.04458375,0.131049204,0.055391932,0.027020454,0.070253182,0,35454429845,73.58885676,11.04190872,100,99.57,84.63
HER34_1A,HER34_1A_149,C:/Data/BAS_sjro/Sept_2015/HER34/HER34-1A_XRF/XRF data/L000148.spe,449,15.8,25.8,25.8,660.59,2043.88,1294.18,1312.27,6.66,1,0.018358,-0.017998,0.007269,0.110437,33484.05078,1.35,15,52,0,21,65,53,133,14,551,61,0,0,46,3563,71,145,85,89,0,99,2831,50,931,0,904,5,0,0,0,10,103,0,0,0,0,75,41,22,118,33,19,0,53316,8556,61872,6.23141655,0.160477155,71907,1.161947246,0.000242436,0.000840445,0,0.00033941,0.001050556,0.000856607,0.002149599,0.000226274,0.008905482,0.000985906,0,0,0.00074347,0.05758663,0.00114753,0.002343548,0.001373804,0.001438454,0,0.001600078,0.045755754,0.00080812,0.015047194,0,0.014610809,8.0812E-05,0,0,0,0.000161624,0.001664727,0,0,0,0,0.00121218,0.000662658,0.000355573,0.001907163,0.000533359,0.000307086,0,0.861714507,0.138285493,1,0.000100715,2.5937E-06,447988.9986,93.47124825,324.0336606,0,130.8597475,405.0420757,330.2650771,828.7784011,87.2398317,3433.510519,380.1164095,0,0,286.6451613,22202.53717,442.430575,903.5553997,529.6704067,554.5960729,0,616.9102384,17641.14025,311.5708275,5801.448808,0,5633.200561,31.15708275,0,0,0,62.3141655,641.8359046,0,0,0,0,467.3562412,255.4880785,137.0911641,735.3071529,205.6367461,118.3969144,0,332234.2048,53316,385550.2048,38.83055222,1,0.245901639,0.852459016,0,0.344262295,1.06557377,0.868852459,2.180327869,0.229508197,9.032786885,1,0,0,0.754098361,58.40983607,1.163934426,2.37704918,1.393442623,1.459016393,0,1.62295082,46.40983607,0.819672131,15.26229508,0,14.81967213,0.081967213,0,0,0,0.163934426,1.68852459,0,0,0,0,1.229508197,0.672131148,0.360655738,1.93442623,0.540983607,0.31147541,0,874.0327869,140.2622951,1014.295082,0.10215437,0.002630773,1.161947246,0.02086463,0.072330718,0,0.029210482,0.090413398,0.073721694,0.184999722,0.019473655,0.766427419,0.084849496,0,0,0.063984866,4.956045179,0.09875925,0.201691426,0.118232905,0.123796806,0,0.13770656,3.937851221,0.069548768,1.294998053,0,1.257441718,0.006954877,0,0,0,0.013909754,0.143270461,0,0,0,0,0.104323151,0.057029989,0.030601458,0.164135092,0.045902187,0.026428532,0,74.16124186,11.90118511,100,99.55,86.06
