"depth","label","MSE","cps","kcps","Cl","K","Ca","Ti","Mn","Fe","Co","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
29,"A",1.3,51028,18667,1.21649484536082,0.556701030927835,4.64948453608247,1,1.03092783505155,69.7731958762887,0.948453608247423,1.20618556701031,40.8969072164948,NA,5.94845360824742,328.144329896907,55.340206185567,37198,5.9295827123696,0.168645931511153,-0.585726931939108,-2.1224832929384,-1.5367563609993
30,"A",1.36,51026,19151,1.34782608695652,0.804347826086957,4.22826086956522,1,0.695652173913043,59.4347826086956,0.83695652173913,2.26086956521739,45.9673913043478,0.510869565217391,5.3695652173913,354.054347826087,59.8695652173913,38081,5.9137618010167,0.169097104964234,-0.217723483844871,-1.65951425041428,-1.44179076656941
31,"A",1.26,53119,19630,1.85148514851485,0.762376237623762,4.38613861386139,1,1.05940594059406,64.5544554455445,0.376237623762376,1.62376237623762,40.5049504950495,1.56435643564356,7.17821782178218,328.50495049505,53.5742574257426,38590,6.13176861947884,0.163085083938636,-0.271315094987576,-1.74976434819145,-1.47844925320388
32,"A",1.33,53696,19370,1.45,0.94,5.14,1,1.12,91.06,0.18,2.03,43.23,1.5,6.81,316.62,51.18,36780,6.18640093786635,0.161644873981429,-0.0618754037180875,-1.69892848318516,-1.63705307946707
33,"A",1.41,51022,19100,1.52173913043478,0.978260869565217,5.80434782608696,1,1.09782608695652,68.7173913043478,0.728260869565217,1.19565217391304,45.0760869565217,0.347826086956522,7.59782608695652,343.858695652174,60.195652173913,37173,5.71235102925244,0.175059269796112,-0.0219789067187752,-1.78058616862993,-1.75860726191115
34,"A",1.31,53273,19321,1.17460317460317,0.579365079365079,3.70634920634921,1,1.11111111111111,59.3809523809524,0.746031746031746,1.03968253968254,35.6031746031746,1.64285714285714,6.23809523809524,255.134920634921,42.4603174603175,37497,6.00878504672897,0.166422994369615,-0.545822465803087,-1.85586981652051,-1.31004735071742
35,"A",1.41,54212,19387,0.764044943820225,0.443820224719101,2.48876404494382,1,0.730337078651685,47.1573033707865,0.668539325842697,0.955056179775281,23.4101123595506,NA,4.37078651685393,180.078651685393,31.9775280898876,37746,5.63141250878426,0.177575341611031,-0.812335697825064,-1.72412191757811,-0.91178621975305
36,"A",1.28,56727,20298,1.53409090909091,0.852272727272727,5,1,1.77272727272727,101.034090909091,0.511363636363636,2.14772727272727,52.5227272727273,0.681818181818182,7.84090909090909,383.75,65.2045454545455,39508,5.88532589752527,0.169914124962985,-0.159848700941896,-1.769286613376,-1.6094379124341
37,"A",1.33,55860,20294,1.38834951456311,0.87378640776699,4.9126213592233,1,1.30097087378641,86.5145631067961,0.902912621359223,1.94174757281553,41.5533980582524,1.47572815533981,7.69902912621359,319.854368932039,52.9126213592233,38395,6.04495412844037,0.165427227196843,-0.134919317899371,-1.7267269989572,-1.59180768105783
38,"A",1.3,56267,20109,1.03623188405797,0.753623188405797,3.42753623188406,1,1.2536231884058,70.0942028985507,0.681159420289855,1.2536231884058,34.0652173913044,0.768115942028985,5.83333333333333,235.275362318841,38.9782608695652,37847,6.03606618330545,0.165670814340274,-0.282862786015832,-1.51470448935056,-1.23184170333473
39,"A",1.33,56953,19773,1.10833333333333,0.691666666666667,3.93333333333333,1,1.575,93.225,0.191666666666667,1.80833333333333,36.0666666666667,2.25833333333333,7.60833333333333,266.008333333333,45.1083333333333,37334,5.89709957509699,0.169574888004762,-0.368651134985448,-1.73813837778896,-1.36948724280351
40,"A",1.32,56234,19707,0.755555555555556,0.555555555555556,2.26666666666667,1,0.833333333333333,58.5888888888889,0.0944444444444444,0.961111111111111,24.0166666666667,1.46111111111111,4.31666666666667,178.116666666667,30.9611111111111,37634,5.75291584424906,0.173824896291444,-0.587786664902119,-1.40609698841607,-0.818310323513951
41,"A",1.39,53069,19371,1.02830188679245,0.971698113207547,4.70754716981132,1,1.23584905660377,82.6132075471698,0.367924528301887,1.54716981132075,39.5471698113208,0.349056603773585,5.81132075471698,297.509433962264,47.6320754716981,36585,6.24598930481283,0.160102739726027,-0.0287101058824314,-1.57787710752188,-1.54916700163945
42,"A",1.45,52007,18704,1.05343511450382,0.709923664122137,4.45801526717557,1,1.42748091603053,68.587786259542,0.648854961832061,1.12213740458015,28.6106870229008,0.305343511450382,5.19083969465649,231.885496183206,38.3053435114504,35395,6.05360701474691,0.16519076933206,-0.342597830047896,-1.83730148967497,-1.49470365962708
43,"A",1.5,48531,17772,0.821192052980132,0.682119205298013,3.37086092715232,1,1.16556291390728,45.9072847682119,NA,0.986754966887417,22.7350993377483,0.940397350993378,4.70198675496689,196.622516556291,32.046357615894,34529,6.13556519942137,0.162984169754126,-0.382550848585288,-1.59771902832089,-1.2151681797356
44,"A",1.66,52063,18726,0.692737430167598,0.614525139664804,2.73743016759777,1,0.659217877094972,45.9217877094972,0.41340782122905,1.17877094972067,24.0111731843575,0.379888268156425,3.83240223463687,171.603351955307,28.8826815642458,35887,5.94139264990329,0.168310707425855,-0.486905440048339,-1.49392502531226,-1.00701958526392
45,"A",1.4,51325,19032,0.975206611570248,0.975206611570248,3.37190082644628,1,1.23140495867769,66.7851239669422,0.975206611570248,1.63636363636364,35.1322314049587,NA,6.02479338842975,251.867768595041,42.5619834710744,35626,5.91766990291262,0.168985431158945,-0.0251059211310764,-1.2405825499385,-1.21547662880742
46,"A",1.29,51692,18737,0.885057471264368,0.436781609195402,2.75287356321839,1,0.867816091954023,49.5459770114943,0.925287356321839,0.747126436781609,23.2701149425287,1.20689655172414,4.91954022988506,170.264367816092,30.2931034482759,34897,5.62056535761715,0.177918044960508,-0.828321958928198,-1.84096725712458,-1.01264529819639
47,"A",1.49,50444,18171,1,0.491525423728814,3.05084745762712,1,0.915254237288136,49.1581920903955,0.542372881355932,1.2090395480226,21.316384180791,0.536723163841808,6.22033898305085,159.700564971751,29.1864406779661,33433,5.47173828881146,0.182757278805674,-0.710241613919245,-1.82566102090374,-1.11541940698449
48,"A",1.39,49076,17409,1.0379746835443,0.563291139240506,3.5,1,1.08860759493671,57.4303797468354,0.753164556962025,1.25949367088608,23.0696202531646,1.14556962025316,5.9746835443038,170.873417721519,31.8481012658228,32030,5.36526232114467,0.186384176605674,-0.573958663294827,-1.8267216317902,-1.25276296849537
49,"A",1.27,49628,17381,0.703488372093023,0.720930232558139,2.7906976744186,1,0.953488372093023,56.0174418604651,0.819767441860465,0.918604651162791,22.0348837209302,0.802325581395349,6.78488372093023,155.011627906977,30.2616279069767,31867,5.1223823246878,0.195221663791163,-0.327212911208416,-1.3535045382969,-1.02629162708848
50,"A",1.4,49993,17687,1.10843373493976,0.849397590361446,4.06024096385542,1,1.15060240963855,61.2349397590361,0.692771084337349,1.21686746987952,21.2289156626506,0.740963855421687,5.83132530120482,161.048192771084,30.9698795180723,31875,5.20015561174869,0.192301937607541,-0.163227897978375,-1.56447022053414,-1.40124232255576
51,"A",1.42,52255,17952,0.715025906735751,0.689119170984456,3.25906735751295,1,0.963730569948187,59.6062176165803,1.04663212435233,0.813471502590674,18.1036269430052,0.678756476683938,5.07772020725389,140.870466321244,27.259067357513,32449,5.16783881391371,0.193504487273797,-0.372341060683132,-1.55378212847869,-1.18144106779556
52,"A",1.42,57691,18376,0.417827298050139,0.373259052924791,2.66852367688022,1,1.08356545961003,46.2033426183844,0.721448467966574,0.412256267409471,10.142061281337,0.348189415041783,3.3899721448468,73.4317548746518,15.0557103064067,31767,4.87733580018501,0.205029967377285,-0.985482588537367,-1.96700797801995,-0.981525389482582
53,"A",1.38,50454,17462,0.668316831683168,0.51980198019802,3.78217821782178,1,0.935643564356436,51.8217821782178,0.222772277227723,0.96039603960396,16.6831683168317,1.08415841584158,6.61881188118812,132.019801980198,24.8267326732673,31683,5.31764705882353,0.188053097345133,-0.654307347243681,-1.984607439009,-1.33030009176532
54,"A",1.52,51754,17769,0.613733905579399,0.44206008583691,2.48497854077253,1,0.931330472103004,50.3304721030043,0.540772532188841,0.733905579399142,13.3905579399142,0.957081545064378,5.24892703862661,116.283261802575,22.1244635193133,32249,5.25586808923375,0.190263526980143,-0.816309465336065,-1.72657348934336,-0.910264024007295
55,"A",1.33,48826,17942,1.2803738317757,0.532710280373832,3.51401869158878,1,0.953271028037383,73.4485981308411,0.691588785046729,1.36448598130841,32.6542056074766,2.08411214953271,9.4392523364486,265.439252336449,48.1775700934579,33557,5.50960232783705,0.18150130272516,-0.629777566627356,-1.88653787555534,-1.25676030892799
56,"A",1.34,52127,18596,0.607655502392344,0.320574162679426,2.3444976076555,1,0.669856459330144,45.6267942583732,0.30622009569378,0.84688995215311,19.1913875598086,0.272727272727273,5.35406698564593,138.598086124402,25.9473684210526,34390,5.34150839018993,0.187213035523182,-1.13764163257384,-1.98971277171371,-0.852071139139861
57,"A",1.44,52256,18599,0.775,0.4125,2.40625,1,0.8125,58.23125,0.79375,1.0875,25.025,1.0625,5.0625,186.2375,32.48125,34995,5.73369251491245,0.174407678367676,-0.885519073207401,-1.76358859226136,-0.878069519053957
58,"A",1.43,52599,18818,0.943661971830986,0.570422535211268,3.99295774647887,1,1.19718309859155,70.8239436619718,0.985915492957746,1.06338028169014,27.8802816901408,0.647887323943662,7.93661971830986,204.598591549296,36.8380281690141,34284,5.55400497036895,0.180050252985922,-0.561377902928822,-1.94591014905531,-1.38453224612649
59,"A",1.53,54240,19011,1.30357142857143,0.821428571428571,4.45535714285714,1,1.58928571428571,97.9196428571429,0.723214285714286,1.39285714285714,37.1607142857143,2.16964285714286,7.125,263.455357142857,49.8125,35086,5.28894067037103,0.189073779103264,-0.196710294246054,-1.69081751870248,-1.49410722445642
60,"A",1.44,55217,18935,1.05882352941176,0.485294117647059,3.52941176470588,1,1.04411764705882,86.6323529411765,0.801470588235294,1.36029411764706,31.2941176470588,0.661764705882353,7.10294117647059,217.911764705882,40.4191176470588,35133,5.39130434782609,0.185483870967742,-0.723000143709627,-1.98413136187551,-1.26113121816588
61,"A",1.33,56098,18955,0.366279069767442,0.316860465116279,1.43313953488372,1,0.645348837209302,35.9651162790698,0.145348837209302,0.619186046511628,12.6104651162791,0.395348837209302,2.74127906976744,86.6656976744186,15.5174418604651,35151,5.58505058074185,0.179049407976386,-1.14929377514425,-1.50916129181355,-0.359867516669292
62,"A",1.5,56937,19400,1.05185185185185,0.792592592592593,4.85925925925926,1,1.47407407407407,96.7407407407407,1.02962962962963,1.52592592592593,30.1259259259259,1.27407407407407,5.94814814814815,222.42962962963,40.3407407407407,35474,5.51377157546823,0.18136406021047,-0.232445943976523,-1.81333195448218,-1.58088601050566
63,"A",1.42,54563,19120,0.967320261437909,0.673202614379085,3.64705882352941,1,1.01307189542484,72.6535947712418,0.509803921568627,1.35947712418301,28.8496732026144,0.202614379084967,4.13725490196078,195.300653594771,33.1830065359477,34958,5.88556233996455,0.169907298952512,-0.3957089331628,-1.68962997415168,-1.29392104098888
64,"A",1.34,54916,18942,1.34615384615385,0.740384615384615,4.55769230769231,1,1.28846153846154,112.865384615385,0.442307692307692,1.21153846153846,40.3942307692308,2.48076923076923,6.28846153846154,286.759615384615,50.7403846153846,35100,5.65150653780557,0.176943969419575,-0.300585477287689,-1.81740189984139,-1.5168164225537
65,"A",1.47,53210,18966,0.353135313531353,0.231023102310231,1.2013201320132,1,0.465346534653465,33.4917491749175,0.306930693069307,0.481848184818482,13.3597359735974,0.712871287128713,2.99339933993399,98.4950495049505,17.4686468646865,35137,5.63839032684678,0.177355582361614,-1.46523756346001,-1.64865862558738,-0.183421062127371
66,"A",1.39,54042,19263,1.58620689655172,1.10344827586207,4.31034482758621,1,1.11494252873563,126.988505747126,0.839080459770115,1.8735632183908,45.9310344827586,4.09195402298851,10.3793103448276,344.011494252874,61.2528735632184,35258,5.61625070369675,0.178054729526546,0.0984400728132525,-1.36257783450257,-1.46101790731583
67,"A",1.38,56427,19716,0.945945945945946,0.662162162162162,3.77702702702703,1,0.864864864864865,77.0945945945946,0.993243243243243,1.34459459459459,28.5135135135135,0.405405405405405,4.89189189189189,210.918918918919,37.2702702702703,36732,5.65917331399565,0.176704254228601,-0.412244795093543,-1.74118199448453,-1.32893719939098
68,"A",1.39,56026,19485,1.55555555555556,0.6,4.95555555555556,1,1.67777777777778,124.488888888889,1.03333333333333,2.34444444444444,49.4888888888889,1.11111111111111,9,343.955555555556,59.1222222222222,36277,5.81770343920316,0.171889132962915,-0.510825623765991,-2.11133490545579,-1.6005092816898
69,"A",1.23,54493,19256,0.689655172413793,0.385057471264368,2.1264367816092,1,0.545977011494253,57.4885057471264,1.04022988505747,1.07471264367816,24.4655172413793,0.67816091954023,4.30459770114942,176.477011494253,31.3045977011494,36154,5.63741509087571,0.17738626371837,-0.954362679823563,-1.7088103862473,-0.754447706423741
70,"A",1.32,55597,19400,1.12,0.75,4.99,1,0.85,112.57,0.27,1.66,40.86,1.6,8.98,308.54,54.58,36312,5.65298644192012,0.176897646982563,-0.287682072451781,-1.89511798221521,-1.60743590976343
71,"A",1.33,56295,19278,1.03787878787879,0.537878787878788,3.34848484848485,1,0.78030303030303,95.0378787878788,1.08333333333333,1.32575757575758,31.4772727272727,0.734848484848485,6.8030303030303,229.681818181818,40.3257575757576,35641,5.69566034191245,0.175572267299954,-0.620122045545055,-1.82863000503638,-1.20850795949133
72,"A",1.38,57145,19590,1.72093023255814,0.790697674418605,3.87209302325581,1,1.51162790697674,164.255813953488,2.1046511627907,2.03488372093023,48.9767441860465,1.16279069767442,10.9186046511628,344.476744186047,62.5697674418605,35006,5.50548225236945,0.181637130801688,-0.234839591077401,-1.58863478480434,-1.35379519372694
73,"A",1.4,62934,20246,1.48958333333333,0.5625,3.59375,1,1.5625,206.052083333333,0.208333333333333,1.9375,46.4479166666667,1.38541666666667,11.9375,306.802083333333,53.9791666666667,34635,5.68371285218063,0.175941330254983,-0.575364144903562,-1.85456037046709,-1.27919622556352
74,"A",1.37,60380,19745,1.42574257425743,0.722772277227723,4.55445544554455,1,1.6039603960396,171.851485148515,1.59405940594059,1.44554455445545,41.4653465346535,2.18811881188119,11.0594059405941,288.326732673267,53.1782178217822,34492,5.42189536399181,0.184437347618557,-0.324661075692868,-1.84076704833475,-1.51610597264188
75,"A",1.55,58875,19717,0.527156549520767,0.21405750798722,1.3482428115016,1,0.511182108626198,52.1309904153355,0.370607028753994,0.530351437699681,12.6453674121406,0.661341853035144,2.59105431309904,94.2428115015974,16.6389776357827,34706,5.66397849462366,0.176554342667299,-1.54151057114919,-1.84031269464505,-0.298802123495858
76,"A",1.38,58524,19247,1.1726618705036,0.741007194244604,3.45323741007194,1,1.02877697841727,122.028776978417,0.258992805755396,1,26.3597122302158,1.1294964028777,6.33093525179856,207.201438848921,37.7913669064748,34054,5.48277174947649,0.182389500364571,-0.299744944901056,-1.5390571156723,-1.23931217077124
77,"A",1.49,56835,18869,1.48571428571429,0.438095238095238,3.6952380952381,1,1.41904761904762,155.771428571429,1.47619047619048,1.52380952380952,35.7238095238095,0.533333333333333,6.48571428571429,264.428571428571,49.6761904761905,32981,5.32304447852761,0.187862416711687,-0.825318953668428,-2.13236394313418,-1.30704498946575
78,"A",1.42,58014,18963,1.344,0.672,3.608,1,1.008,136.64,0.736,1.792,30.288,2.84,7.04,223.552,40.584,33017,5.5083776857875,0.181541654738048,-0.397496938458987,-1.68065054065936,-1.28315360220038
79,"A",1.39,60533,19310,1.0738255033557,0.724832214765101,2.86577181208054,1,0.865771812080537,128.637583892617,1.19463087248322,1.11409395973154,26.9463087248322,1.26845637583893,5.93288590604027,188.832214765101,35.2013422818792,33381,5.36434699714013,0.186415979528007,-0.321815078821239,-1.3746527861044,-1.05283770728317
80,"A",1.42,61501,19536,0.69047619047619,0.529761904761905,2.82738095238095,1,0.869047619047619,116.041666666667,0.505952380952381,1.05952380952381,23.3988095238095,0.345238095238095,5.68452380952381,172.422619047619,30.9761904761905,34171,5.5662951575711,0.17965270825422,-0.635327609671119,-1.6746784343025,-1.03935082463138
81,"A",1.49,64167,19703,0.697674418604651,0.423255813953488,2.51627906976744,1,0.483720930232558,105.413953488372,0.995348837209302,0.665116279069767,18.3720930232558,0.748837209302326,3.25116279069767,131.372093023256,23.9162790697674,33387,5.49299883313886,0.182049920339883,-0.859778521610813,-1.78255977232963,-0.922781250718819
82,"A",1.46,63214,19063,0.776649746192893,0.370558375634518,2.46700507614213,1,0.939086294416244,119.94923857868,0.436548223350254,0.736040609137056,17.741116751269,0.370558375634518,4.76142131979695,137.944162436548,25.6954314720812,32237,5.36843145001975,0.186274149034039,-0.992744287589597,-1.8957491827521,-0.903004895162505
83,"A",1.49,66261,19462,0.747706422018349,0.518348623853211,1.92660550458716,1,0.802752293577982,121.752293577982,0.857798165137615,0.912844036697248,15.2844036697248,0.293577981651376,4.42201834862385,124.536697247706,24,32381,5.18902905198777,0.192714280452319,-0.657107244076748,-1.31286689256507,-0.655759648488325
84,"A",1.37,62947,19177,0.472727272727273,0.621818181818182,2.61454545454545,1,0.421818181818182,82.0218181818182,0.505454545454545,0.581818181818182,12.8472727272727,0.516363636363636,3.6,98.7345454545455,18.8363636363636,32332,5.24169884169884,0.190777843252799,-0.475107541163911,-1.43619780121839,-0.961090260054475
85,"A",1.56,63474,19372,0.87012987012987,0.538961038961039,3.50649350649351,1,0.922077922077922,150.409090909091,1.27272727272727,1.09090909090909,22.4805194805195,1.20779220779221,6.85714285714286,177.051948051948,33.025974025974,32352,5.36099095556429,0.186532678060588,-0.618111994617031,-1.87272853176172,-1.25461653714469
86,"A",1.46,65446,19526,0.605263157894737,0.736842105263158,3.23157894736842,1,0.652631578947368,130.9,0.752631578947368,1.13157894736842,18.7157894736842,0.715789473684211,5.76315789473684,142.894736842105,28.6368421052632,32591,4.98989156405073,0.200405156537753,-0.305381649551182,-1.47835250553784,-1.17297085598666
87,"A",1.37,69133,19881,0.609958506224066,0.398340248962656,2.57676348547718,1,0.651452282157676,119.236514522822,0.5850622406639,0.692946058091286,15.6846473029046,0.605809128630705,4.5850622406639,111.726141078838,22.1701244813278,32269,5.0394909227026,0.198432741588056,-0.920448742022819,-1.86698289046564,-0.946534148442824
88,"A",1.22,72000,20147,0.678217821782178,0.628712871287129,2.56435643564356,1,0.589108910891089,152.792079207921,1.02475247524752,1.30693069306931,19.4158415841584,0.643564356435644,4.98514851485149,135.544554455446,25.7772277227723,32587,5.25830612636835,0.190175310445581,-0.464080610942613,-1.40578815580089,-0.941707544858278
89,"A",1.3,67908,20100,0.876470588235294,0.547058823529412,3.31764705882353,1,0.676470588235294,150.423529411765,1.07058823529412,1.3,22.9294117647059,0.811764705882353,4.55882352941176,169.541176470588,30.9117647058824,34077,5.48468125594672,0.18232600097148,-0.603198943897006,-1.8024547583448,-1.1992558144478
90,"A",1.46,64809,20259,0.898089171974522,0.681528662420382,3.34394904458599,1,1.05732484076433,139.12101910828,1.07643312101911,1.36942675159236,25.0955414012739,0.89171974522293,5.50955414012739,190.031847133758,32.6942675159236,34968,5.81239041496201,0.172046254399196,-0.383416970886402,-1.59056942812972,-1.20715245724332
91,"A",1.38,68753,20712,0.778761061946903,0.473451327433628,2.86283185840708,1,0.964601769911504,119.778761061947,0.256637168141593,0.685840707964602,16.4601769911504,0.814159292035398,3.52654867256637,127.08407079646,22.6991150442478,33851,5.59863547758285,0.178614950732913,-0.74770616481038,-1.79951746003899,-1.05181129522861
92,"A",1.25,66020,20372,0.520361990950226,1.0316742081448,2.80542986425339,1,0.529411764705882,102.348416289593,1.10859728506787,0.737556561085973,18.1085972850679,0.574660633484163,4.50678733031674,134.773755656109,23.9321266968326,35074,5.6314993382492,0.17757260365956,0.0311829274366881,-1.0003738490847,-1.03155677652138
93,"A",1.39,64846,20145,0.786802030456853,0.66497461928934,2.58375634517766,1,0.66497461928934,115.197969543147,0.83756345177665,0.99492385786802,19.4720812182741,0.436548223350254,4.04568527918782,147.284263959391,27.4568527918782,34424,5.3642078018118,0.186420816818887,-0.408006405536837,-1.35725069334937,-0.949244287812534
94,"A",1.3,63775,20046,0.752941176470588,0.435294117647059,2.82352941176471,1,0.817647058823529,136.088235294118,0.811764705882353,0.917647058823529,23.3529411764706,0.458823529411765,5.19411764705882,163.247058823529,28.9529411764706,32674,5.63835839089801,0.177356586912655,-0.831733343846092,-1.86972101069777,-1.03798766685167
95,"A",1.42,59431,19239,0.618090452261307,0.412060301507538,2.32663316582915,1,0.804020100502513,94.21608040201,0.0552763819095477,1.06030150753769,19.1407035175879,0.557788944723618,3.48743718592965,139.849246231156,25.8241206030151,32969,5.41545047674645,0.184656845131153,-0.886585577460239,-1.73100780682198,-0.844422229361742
96,"A",1.37,57215,18639,1.08064516129032,0.508064516129032,3.40322580645161,1,0.983870967741935,138.790322580645,1.66129032258065,1.33064516129032,27.4596774193548,1.68548387096774,8.73387096774194,221.096774193548,39.4032258064516,32302,5.61113385182153,0.178217099503939,-0.677146839213504,-1.90187058764448,-1.22472374843097
97,"A",1.4,63401,19406,1.05298013245033,0.721854304635762,3.35099337748344,1,0.655629139072848,154.245033112583,1.57615894039735,1.18543046357616,23.0264900662252,0.390728476821192,6.85430463576159,181.35761589404,35.046357615894,32677,5.17479213907785,0.193244476903414,-0.325931954585781,-1.53518878705832,-1.20925683247254
98,"A",1.31,58738,19580,1.26315789473684,1.04511278195489,3.99248120300752,1,1.09774436090226,119.887218045113,0.992481203007519,0.857142857142857,25.2631578947368,1.02255639097744,8.14285714285714,222.759398496241,40.6842105263158,35038,5.47532803548328,0.182637459074493,0.0441248049089381,-1.34028808811125,-1.38441289302019
99,"A",1.4,52259,19653,1.85057471264368,0.540229885057471,3.77011494252874,1,1.05747126436782,106.758620689655,1.72413793103448,2.02298850574713,37.9885057471264,1.32183908045977,11.0689655172414,352.091954022988,61.1954022988506,35956,5.75356874530428,0.173805171062941,-0.615760516944525,-1.94286600667409,-1.32710548972956
