"rowname","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se","Q0.25","Q0.75"
"Cl",1,4685,134.967769477054,23.4208614100082,135,135.033875700187,23.7216,58,217,159,0.0101270294849851,0.0785954176762687,0.342174835071181,119,151
"K",2,4622,57.3295110341843,39.178684309164,47,51.9440237966468,29.652,4,357,353,1.84148163438862,5.83744677911296,0.576281764081945,30,75
"Ca",3,4685,378.61173959445,146.784368673635,345,360.208855694852,120.0906,101,1435,1334,1.52291358306081,3.68549138748082,2.1444948698798,276,446
"Ti",4,4647,122.458360232408,96.8507020049059,97,107.751277225061,71.1648,5,1383,1378,2.50286723599052,13.7156909880604,1.420745982781,56,161
"Mn",5,4608,86.7853732638889,56.026933765606,74,80.4232646420824,49.6671,4,452,448,1.34175467397692,2.9777574477052,0.825354683223949,45,117
"Fe",6,4685,5884.86424759872,4516.00505172098,4623,5170.34995998933,3352.1586,573,33478,32905,1.63876389460404,3.28198996993061,65.9780721426806,2600,7545
"Co",7,4453,101.000898270829,55.8577563815446,95,97.2517541397699,54.8562,4,491,487,0.787363186715736,1.28229482317478,0.837061061807738,60,134
"Ni",8,4685,187.299252934899,37.1436511585604,188,187.309415844225,37.065,63,361,298,0.0229132210021576,0.0250120440817647,0.542662478831407,162,213
"Br",9,4685,2470.45485592316,517.980951337345,2438,2451.33128834356,508.5318,1071,4701,3630,0.477482250545246,0.518965946652747,7.56761433711106,2115,2806
"Rb",10,3746,111.45702082221,68.3555840385624,105,106.895263509006,72.6474,4,459,455,0.624978394142592,0.206532705333419,1.11683781885673,56,154
"Sr",11,4685,687.901387406617,267.468001885572,649,669.996532408642,274.281,72,1764,1692,0.613200259135096,0.0714609464149465,3.90766239677697,482,864
"Mo_inc",12,4685,33564.8648879402,4746.59234280796,34187,33852.9338490264,5279.5386,19293,42923,23630,-0.475178509416549,-0.507297523416065,69.3469135749382,30144,37433
"Mo_coh",13,4685,5667.0469583778,438.24830348308,5692,5681.00320085356,472.9494,4271,6848,2577,-0.27706380307297,-0.346447496090709,6.40273379955477,5361,5999
"inc_coh",14,4685,5.89757521546824,0.476760254782068,5.97739469832493,5.93420421122479,0.486149454700544,4.12453495202663,6.87787429739397,2.75333934536734,-0.658486248027644,-0.0448506860981781,0.00696538691266227,5.58740479286643,6.26859504132231
"coh_inc",15,4685,0.170753259928131,0.0148371401058892,0.167296966399129,0.16904660441451,0.0133982453521817,0.145393759286776,0.24245157614888,0.097057816862104,1.08763804218983,1.14425403418063,0.00021676811453618,0.159525379037574,0.178973966818499
"LnK_Ti",16,4585,-0.705325339417646,0.537253812728513,-0.722376818874884,-0.715762237044554,0.428087160191914,-3.49144425950993,2.26176309847379,5.75320735798372,0.271655185957951,2.22214922742222,0.00793432226824328,-1.00330210886378,-0.423814246776361
"LnK_Ca",17,4622,-2.04285020455236,0.463480631349887,-1.97015561712345,-2.00493862933302,0.408378209031176,-4.33073334028633,-0.586634591041974,3.74409874924436,-0.893720434695394,1.38594981045685,0.00681736614084441,-2.28430630687386,-1.72648415045106
"LnTi_Ca",18,4647,-1.34302828416901,0.549636755112893,-1.26268040515271,-1.30459151183101,0.472238899932356,-4.13676527810605,1.23557814374127,5.37234342184732,-0.763585392742731,1.80214141372203,0.00806286578878771,-1.63463305370909,-0.980553846780583
