"depth","label","MSE","cps","kcps","Cl","K","Ca","Ti","Mn","Fe","Co","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
11,"A",1.31,49880,18181,-0.55368456565449,0.629691614224146,-0.297114331645341,0.583802064384912,1.16398707466203,0.513758449299589,-0.0179186980585449,0.530393390272862,1.58412223839182,0.783300734400626,-0.0108476056431534,-0.785587768789584,-1.22087627978338,34968,5.81371784879189,0.172006971443893,-0.780666558576502,-1.40741128456081,-0.626744725984312
12,"A",1.45,44628,16596,-2.90201834540596,-0.084982716824045,-0.337990618774664,-0.490015655539637,0.378650504503147,-0.00749871782933764,0.268523168505333,-1.03111169043143,1.49145473802126,-0.0359446979609484,-0.889457377067465,-1.24928884969976,-1.78448370971959,32520,5.65711361310133,0.176768590555455,-0.328504066972036,-1.8070737042011,-1.47856963722906
13,"A",1.35,44476,16084,-2.47504856726933,0.680739780727588,0.213839257471204,-0.128634692103491,0.325104829265041,0.319781695516692,-0.948854764391148,-1.73109672660922,0.918074579478374,1.0173708579325,-0.0295414305670749,-1.54992557957655,-2.32299121362624,30857,5.63734136373414,0.177388583638584,-0.269663566949103,-1.58534036085504,-1.31567679390594
14,"A",1.42,44600,16223,-1.32223016630043,-0.0084104670688817,-0.0654820379125071,-0.00473264749681209,0.467893296566657,0.246486826222013,-1.07417308101284,-0.223436648687831,1.20186879936324,0.0957197465257331,-0.358552749228094,-1.49451740861818,-2.13360086267602,31203,5.59404057480981,0.178761663707453,-0.760969776898706,-1.86774537620598,-1.10677559930727
15,"A",1.4,48427,16870,-2.389654611642,2.11008844282397,0.390969835031606,-0.397089122084628,1.12828995783663,0.703749379374618,0.913017368274058,-0.223436648687831,1.62659484272833,1.9829101175015,-0.0744066103844865,-1.27119930513577,-1.87347435655162,32377,5.6811803549319,0.176019759543787,0.510825623765991,-1.13599982073973,-1.64682544450572
16,"A",1.13,44532,16085,-1.06604829941845,1.01255286299996,-0.194923613822032,-0.21123605517461,0.164467803550724,0.1025543034379,-0.125334398019999,-1.35418170712887,1.37175921670927,0.593118759030975,0.624742441770178,-1.40940371634752,-2.05373746167291,31642,5.63771764212293,0.177376744186047,-0.0502618347808883,-1.28322217598008,-1.23296034119919
17,"A",1.31,44776,16366,-0.724472476909142,0.195782198944887,-0.0791074669556149,-0.23188639594239,0.110922128312618,-0.0373923956383458,-0.787731214448966,-1.08495669321434,1.56674708207234,NA,0.994880175263824,-1.32660747609414,-2.19064614910681,31975,5.79307414489059,0.17261992078627,-0.430782916092454,-1.73097457815893,-1.30019166206648
18,"A",1.33,47047,16696,-1.91998785569171,0.144734032441445,-0.33117790425311,-0.273187077477949,1.09259284101122,0.139091020760021,-0.28645794796218,0.126555869401062,2.25596161607843,0.549230610868747,0.520057022196218,-1.14753163839598,-0.985849699688528,33353,5.37115568290353,0.186179671384878,-0.421213465076304,-1.65595792806899,-1.23474446299269
19,"A",1.27,47641,16936,-1.45032109974141,0.73178794723103,0.268340973643635,0.139819737877646,0.985501490535013,0.319781695516692,0.895114751613815,-0.681119172342537,2.07448776118607,1.14903530241919,0.792986866085472,-1.17997596663776,-1.72515661183156,32875,5.69415597637956,0.175618652553283,-0.458307589482544,-1.58113413627125,-1.1228265467887
20,"A",1.18,46327,16562,-0.468290610027164,-0.161554966579208,0.901923424148151,-0.479690485155747,0.985501490535013,0.187142339904871,-0.823536447769451,-0.708041673733991,1.82737442686456,0.285901721895384,0.370506422804846,-1.23917633180621,-1.99441036378489,32476,5.77571458376799,0.173138749412997,-0.398907707562005,-2.30454395747938,-1.90563624991737
21,"A",1.25,42856,15674,-2.8593213675923,-0.365747632592977,-0.794442491718777,1.81249734006781,1.19968419148744,-0.261705696531125,-0.787731214448966,0.0727108666181554,1.24241083077536,1.03200024065325,-0.852069727219622,-1.3042756657459,-2.28191860739607,32041,5.86543818298693,0.17049024621904,-1.93589337081184,-1.80714438806753,0.128748982744308
22,"A",1.36,44760,16295,-2.43235158945567,0.680739780727588,-0.59006105607216,-0.355788440549068,4.6087588483135,-0.021891970107749,-0.66241289782727,-1.73109672660922,1.24627197662413,1.48551110499626,-0.343597689288956,-1.18376816084784,-2.56714503955002,32488,6.15279612505504,0.162527732054677,-0.0465200156348928,-1.24593700342497,-1.19941698779008
23,"A",1.29,46542,16620,-0.681775499095479,0.96150469649652,-0.072294752434061,-0.810095937440224,3.6984823692657,0.170977610422963,0.537062418408968,-2.40415926139555,1.84474958318404,0.549230610868747,-0.283777449532408,-1.10097192059446,-1.60650241605552,33302,5.71005440257909,0.175129679946364,0.76968725768228,-1.35420604656839,-2.12389330425067
24,"A",1.2,52423,17745,-1.02335132160478,0.96150469649652,-0.154047326692708,-0.490015655539637,2.18135490418604,0.988514339836725,-0.35806841460315,-1.46187171269468,2.37951828323919,1.00274147521176,0.0377563391590426,-0.83657171316953,-1.56999343273982,34573,5.94376380799357,0.168243562884368,0.23638877806423,-1.32105383925149,-1.55744261731572
25,"A",1.2,57926,19359,-0.4255936322135,1.52303452803438,0.145712112255665,-0.18026054402294,1.52095824291607,1.76796430937531,0.716088585011392,-0.600351668168178,3.00888505658929,-0.811301982160295,0.411632837637473,-0.581441313813684,-1.17980367355321,35955,5.98155339805825,0.167180652491479,0.108213584640233,-1.22929061231023,-1.33750419695046
26,"A",1.4,54196,19163,0.300254990618772,0.629691614224146,0.24109011555742,1.9260742142906,1.25322986672554,0.663005403694193,-1.03836784769236,-1.08495669321434,2.73667427425075,1.71958122852814,0.235910883352611,-0.411424606728491,-0.625323489445936,37005,5.8616725384758,0.17059977223839,-1.32662202963349,-1.61914672656106,-0.292524696927569
27,"A",1.34,53809,19345,-0.937957365977457,0.323402615203493,0.459096980247145,0.346323145555444,1.14613851624933,0.540330607352041,0.859309518293331,0.691928398621582,3.51855630862741,1.33921727778884,0.314424948033081,-0.390988893485289,-0.61619624361701,37106,5.87530109319993,0.170204043016178,-0.801360765200178,-1.85182370997071,-1.05046294477053
28,"A",1.31,53059,19212,-0.767169454722805,-0.595464381858467,0.390969835031606,0.614777575536582,1.07474428259852,0.503351020729046,1.02043306823551,1.14961092227629,3.59577922560288,-0.504084945024705,0.153658053687356,-0.495274234262452,-0.832968332054011,36516,5.88721237268955,0.169859678349459,-1.67764616246063,-2.55128171873287,-0.873635556272239
29,"A",1.3,51028,18667,-0.724472476909142,-0.084982716824045,0.493160552854915,-0.262861907094059,0.235862037201532,0.19555685662148,-0.161139631340484,-1.89263173495794,2.88918953527731,NA,-0.414634223999858,-0.365496921295316,-0.682368775876726,37198,5.9295827123696,0.168645931511153,-0.585726931939108,-2.1224832929384,-1.5367563609993
