"depth","label","MSE","cps","kcps","Cl","K","Ca","Ti","Mn","Fe","Co","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
11,"A",1.31,49880,18181,-0.0214301947005292,0.511267433565116,-0.123097845900666,0.479825068598172,0.937773011014553,0.425765284844869,0.103972541690753,1.22107423892739,2.66480765422897,0.726793186433162,0.0749460635624185,NA,0.0844981921593231,34968,5.81371784879189,0.172006971443893,-0.780666558576502,-1.40741128456081,-0.626744725984312
12,"A",1.45,44628,16596,-1.73676414807684,0.033965050596901,-0.0237732616624346,-0.346359436521119,0.437038665715116,0.0812455630459084,0.5339059922802,-0.217874558872402,3.1807550042843,0.11778989935758,-0.475066248153482,NA,0.405423860959319,32520,5.65711361310133,0.176768590555455,-0.328504066972036,-1.8070737042011,-1.47856963722906
13,"A",1.35,44476,16084,-1.20752567111353,0.785740352850226,0.524650894714743,0.0266207247783694,0.478535915803982,0.451049760927458,-0.668636150173759,-0.867908344332532,2.8189313219962,1.25519467470486,0.321101916797248,NA,0.447210423511392,30857,5.63734136373414,0.177388583638584,-0.269663566949103,-1.58534036085504,-1.31567679390594
14,"A",1.42,44600,16223,-0.186508902230711,0.153697801395147,0.274662883304503,0.130129218637685,0.589287424792153,0.367844113766711,-0.812284653563599,1.05746038287656,3.14368981129848,0.314947359134591,0.0259408048065973,NA,0.539753869153236,31203,5.59404057480981,0.178761663707453,-0.760969776898706,-1.86774537620598,-1.10677559930727
15,"A",1.4,48427,16870,-1.27815808167147,1.91545950708302,0.552903897143956,-0.261577168593237,1.08713156542927,0.720795549538828,1.20655308977909,0.815166571762084,3.39933035211654,2.04830844299076,0.182450830284219,NA,0.354953823854878,32377,5.6811803549319,0.176019759543787,0.510825623765991,-1.13599982073973,-1.64682544450572
16,"A",1.13,44532,16085,-0.0173047986402071,1.02860815352904,0.140225564430772,-0.0744277994443441,0.295231619304767,0.214527769849657,0.178185631778363,-0.491515250333129,3.25480732564908,0.775016307441292,0.804581396925119,NA,0.446412462957495,31642,5.63771764212293,0.177376744186047,-0.0502618347808883,-1.28322217598008,-1.23296034119919
17,"A",1.31,44776,16366,0.224238640685205,0.29217296630531,0.204140974315048,-0.106626729998916,0.227069498410459,0.0698053542564027,-0.537071923356202,-0.218599497274759,3.40107169781129,NA,1.06595405271385,NA,0.125810017619071,31975,5.79307414489059,0.17261992078627,-0.430782916092454,-1.73097457815893,-1.30019166206648
18,"A",1.33,47047,16696,-0.936747906376304,0.206130928367082,-0.0485533369914417,-0.17027680044261,1.00910630612207,0.189626674334849,-0.0630775743599081,1.11911363461519,4.06414338931421,0.638037931374389,0.606648062075868,NA,1.03971596592417,33353,5.37115568290353,0.186179671384878,-0.421213465076304,-1.65595792806899,-1.23474446299269
19,"A",1.27,47641,16936,-0.513221122750775,0.707776377140537,0.422518525559228,0.194146261692179,0.930784124068975,0.355442708349075,1.14492891441768,0.155725029827026,3.87024797979537,1.21224915873203,0.835091665844626,NA,0.327919841049457,32875,5.69415597637956,0.175618652553283,-0.458307589482544,-1.58113413627125,-1.1228265467887
20,"A",1.18,46327,16562,0.380737743127375,-0.0331901564695788,0.937544340432712,-0.338459106674431,0.952538558684805,0.252120804921321,-0.589717557929218,0.176832605642122,3.62597190255833,0.420330597632951,0.525671101782267,NA,0.160778254288993,32476,5.77571458376799,0.173138749412997,-0.398907707562005,-2.30454395747938,-1.90563624991737
