"rowname","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se","Q0.25","Q0.75"
"kcps",1,4685,19593.8288153682,1722.3742326111,19772,19668.8933048813,1820.6328,13918,23383,9465,-0.37255822164958,-0.451609223274257,25.1635970452697,18413,20911
"cps",2,4685,51276.7596584845,3393.71135237639,51397,51231.834622566,3036.3648,40111,77577,37466,0.688933966431207,3.82242161026852,49.5815504797088,49108,53278
"MSE",3,4685,1.32345784418356,0.0892350341290771,1.32,1.31953320885569,0.0889559999999997,1.04,1.72,0.68,0.533134360474011,0.770678631958783,0.00130370879837239,1.26,1.38
"Mg",4,4685,8.38356456776948,12.6966490202429,0,5.72339290477461,0,0,75,75,1.65116243230893,2.34381110464198,0.185495900787057,0,14
"Al",5,4685,18.7790821771612,15.262857342998,17,17.4147772739397,17.7912,0,77,77,0.582065055179383,-0.265242728293955,0.222987771569477,6,29
"Si",6,4685,11.2392742796158,11.5903127113699,9,9.7047212590024,13.3434,0,70,70,0.937638071972871,0.557822046965886,0.169332513907524,0,19
"P",7,4685,10.85848452508,9.97459599014174,10,9.75620165377434,14.826,0,53,53,0.69233727634133,-0.108839772458173,0.145727165114855,0,18
"S",8,4685,41.2514407684098,15.7258334160698,41,40.8991731128301,16.3086,0,109,109,0.218332760964024,0.0876949901013857,0.229751773912173,30,52
"Cl",9,4685,134.967769477054,23.4208614100082,135,135.033875700187,23.7216,58,217,159,0.0101270294849851,0.0785954176762687,0.342174835071181,119,151
"K",10,4685,56.558591248666,39.4706897240107,46,51.3547612696719,29.652,0,357,357,1.79408112762421,5.66117778808067,0.576660119797633,30,75
"Ca",11,4685,378.61173959445,146.784368673635,345,360.208855694852,120.0906,101,1435,1334,1.52291358306081,3.68549138748082,2.1444948698798,276,446
"Ti",12,4685,121.465101387407,97.0805474600796,97,106.951186983196,71.1648,0,1383,1383,2.47938404471855,13.5450246862615,1.41833042492526,55,160
"V",13,4685,12.3092849519744,12.9177491120976,10,10.4241130968258,14.826,0,74,74,1.10802369525551,1.0960438293531,0.188726135838627,0,20
"Cr",14,4685,17.1124866595518,14.0829077948347,16,15.8047479327821,14.826,0,117,117,0.706352327496984,0.50615927231323,0.205748907679418,6,26
"Mn",15,4685,85.3590181430096,56.6497436224943,73,79.2640704187783,50.4084,0,452,452,1.29309609278714,2.84214069716096,0.827643199859781,44,116
"Fe",16,4685,5884.86424759872,4516.00505172098,4623,5170.34995998933,3352.1586,573,33478,32905,1.63876389460404,3.28198996993061,65.9780721426806,2600,7545
"Co",17,4685,95.9993596584845,58.7009111342656,91,92.8943718324887,57.8214,0,491,491,0.648745555201273,0.948649593467171,0.857610411259777,54,132
"Ni",18,4685,187.299252934899,37.1436511585604,188,187.309415844225,37.065,63,361,298,0.0229132210021576,0.0250120440817647,0.542662478831407,162,213
"Cu",19,4685,118.526574172892,45.7579818125206,118,117.992264603894,45.9606,0,316,316,0.150267967835757,0.0723281195110856,0.668516396805059,87,149
"Zn",20,4685,5.82091782283885,17.1677484331073,0,1.15870898906375,0,0,295,295,4.74555736398357,36.846287166152,0.250817909119764,0,0
"As",21,4685,2.13938100320171,12.0478513645871,0,0,0,0,190,190,7.54339157767009,69.2230758145113,0.176017076463211,0,0
"Se",22,4685,59.124439701174,52.8567631903058,51,53.3243531608429,62.2692,0,342,342,0.76899123715748,0.115463241457347,0.77222839546417,9,94
"Br",23,4685,2470.45485592316,517.980951337345,2438,2451.33128834356,508.5318,1071,4701,3630,0.477482250545246,0.518965946652747,7.56761433711106,2115,2806
"Rb",24,4685,89.1180362860192,75.6771138496825,81,82.0480128034142,91.9212,0,459,459,0.639052621841198,-0.126100551926891,1.10562986974991,18,142
"Sr",25,4685,687.901387406617,267.468001885572,649,669.996532408642,274.281,72,1764,1692,0.613200259135096,0.0714609464149465,3.90766239677697,482,864
"Y",26,4685,1.77203842049093,10.0082431549652,0,0,0,0,153,153,7.4900018282933,66.9698698866606,0.146218744518043,0,0
"Zr",27,4685,737.710138740662,141.759411154298,735,736.328887703388,142.3296,307,1877,1570,0.343873300681875,1.6020284652803,2.07108108802445,641,832
"Sn",28,4685,0.927854855923159,2.89193403077682,0,0.0664177113897039,0,0,29,29,3.57585607724458,14.2221802773072,0.0422506684401856,0,0
"I",29,4685,1.09669156883671,3.18961001123419,0,0.159775940250734,0,0,28,28,3.27943003104451,11.6038551552234,0.0465996643090619,0,0
"Cs",30,4685,0.217929562433298,1.33823860399416,0,0,0,0,19,19,7.13864959507524,58.2792001558676,0.0195514402989428,0,0
"Ba",31,4685,3.44994663820704,7.13187826245829,0,1.65350760202721,0,0,60,60,2.58317740739088,7.6597304011217,0.104195538562113,0,5
"Ir",32,4685,2.80981856990395,10.1052694477596,0,0.128834355828221,0,0,193,193,5.61937457708758,49.69586883742,0.147636282291454,0,0
"Pt",33,4685,26.615795090715,32.7718950192364,13,20.9514537209923,19.2738,0,223,223,1.35032779373613,1.63902680544924,0.47879185897003,0,46
"Au",34,4685,17.1050160085379,27.1033475017252,0,11.2051213656975,0,0,171,171,1.84058789084589,3.30492118518591,0.395975335788321,0,28
"Hg",35,4685,1.29669156883671,8.73438094467019,0,0,0,0,225,225,11.5085487987263,188.911781655788,0.127607832473414,0,0
"Pb",36,4685,88.1310565635005,65.3347282432387,84,83.3870365430782,71.1648,0,347,347,0.525081593332666,-0.248464543474548,0.954529360371753,35,131
"Th",37,4685,70.7216648879402,61.6369931643974,63,64.2093891704454,71.1648,0,405,405,0.76688404914303,0.218533131888666,0.900506074524599,14,111
"U",38,4685,25.1916755602988,39.9010942967416,0,16.4795945585489,0,0,301,301,1.90000094545876,3.9664858296413,0.582948258013812,0,41
