C:/Data/BAS_sjro/Sept_2015/HER14/    28/09/2015  re-evaluated data   peakarea,,,,,,,BACON v2.5  HER14-M5 (cal a BP),,,,,,,,,,,,cps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,element/inc+coh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,element/(coh/inc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ln(Element/Ti)  where Ti>50 cps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,% of TSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Section,ID,filename,position_mm,Section_depth_cm,Field_depth_cm,Strat_depth_cm,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,sample surface,validity,E_gain,E_offset,F_slope,F_offset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,cps_sum,Norm_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo coh,inc+coh,inc_coh,coh_inc,coh_inc_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,Norm_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,SUM,SUM_main,Total scatter %
HER14_2A,HER14_2A_288,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000287.spe,603,30.2,30.2,30.2,1341.86,1563.11,1442.88,1447.48,7.57,1,0.018341,-0.018,0.007394,0.110437,31048,1.28,0,33,0,28,76,27,133,19,398,75,8,0,31,4810,51,166,59,98,116,157,2833,97,564,0,1460,10,0,0,0,42,32,0,0,0,0,0,205,0,0,48,17,6.91E+15,59050,8958,68008,6.591873186,0.151701948,79536,1.169509469,0,0.000485237,0,0.000411716,0.001117516,0.000397012,0.001955652,0.000279379,0.005852253,0.001102811,0.000117633,0,0.000455829,0.070726973,0.000749912,0.002440889,0.000867545,0.001441007,0.001705682,0.002308552,0.041656864,0.001426303,0.008293142,0,0.021468063,0.000147042,0,0,0,0.000617574,0.000470533,0,0,0,0,0,0.003014351,0,0,0.000705799,0.000249971,1.02E+11,0.868280202,0.131719798,1,9.69E-05,2.23E-06,524291.2257,0,217.5318151,0,184.5724492,500.9823621,177.980576,876.7191337,125.2455905,2623.565528,494.3904889,52.73498549,0,204.3480688,31706.91002,336.1855325,1094.250949,388.920518,646.0035722,764.6572896,1034.92409,18674.77674,639.411699,3717.816477,0,9624.134852,65.91873186,0,0,0,276.8586738,210.939942,0,0,0,0,0,1351.334003,0,0,316.4099129,112.0618442,4.55E+16,389250.1116,59050,448300.1116,43.4527921,1,NA,-0.821,NA,-0.9853,0.0132,-1.0217,0.5729,-1.373,1.669,0,-2.238,NA,-0.8835,4.161,-0.3857,0.7945,-0.24,0.2675,0.4361,0.7388,3.6316,0.2572,2.0176,NA,2.9687,-2.0149,NA,NA,NA,-0.5798,-0.8518,NA,NA,NA,NA,NA,1.0055,NA,NA,-0.4463,-1.4843,32.1543,6.6687,4.7828,6.8099,-2.4317,-6.2033,1.169509469,0,0.04,0,0.04,0.1,0.03,0.17,0.02,0.5,0.09,0.01,0,0.04,6.05,0.06,0.21,0.07,0.12,0.15,0.2,3.56,0.12,0.71,0,1.84,0.01,0,0,0,0.05,0.04,0,0,0,0,0,0.26,0,0,0.06035003,0.021373969,8.69E+12,74.24,11.26,100,99.68,85.51
HER14_2A,HER14_2A_289,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000288.spe,604,30.3,30.3,30.3,1343.45,1563.85,1444.18,1448.9,7.57,1,0.018339,-0.018,0.007382,0.110437,30982,1.58,0,24,0,0,67,37,138,28,458,70,0,0,76,5302,0,250,111,99,0,34,2870,0,389,0,1277,0,0,0,5,53,35,0,0,0,0,99,0,19,114,130,43,0,58781,9145,67926,6.427665391,0.155577483,79367,1.168433295,0,0.000353326,0,0,0.000986368,0.00054471,0.002031623,0.000412213,0.006742632,0.001030533,0,0,0.001118865,0.078055531,0,0.003680476,0.001634131,0.001457468,0,0.000500545,0.042251862,0,0.00572682,0,0.01879987,0,0,0,7.36E-05,0.000780261,0.000515267,0,0,0,0,0.001457468,0,0.000279716,0.001678297,0.001913847,0.000633042,0,0.865368195,0.134631805,1,9.46E-05,2.29E-06,510144.5191,0,154.2639694,0,0,430.6535812,237.8236195,887.0178239,179.9746309,2943.870749,449.9365774,0,0,488.5025697,34079.4819,0,1606.916348,713.4708584,636.3388737,0,218.5406233,18447.39967,0,2500.361837,0,8208.128704,0,0,0,32.13832695,340.6662657,224.9682887,0,0,0,0,636.3388737,0,122.1256424,732.7538546,835.5965008,276.3896118,0,377824.5993,58781,436605.5993,41.31488238,1,NA,-1.0704,NA,NA,-0.0438,-0.6376,0.6788,-0.9163,1.8784,0,NA,NA,0.0822,4.3273,NA,1.273,0.461,0.3466,NA,-0.7221,3.7136,NA,1.7151,NA,2.9038,NA,NA,NA,-2.6391,-0.2782,-0.6931,NA,NA,NA,NA,0.3466,NA,-1.3041,0.4877,0.619,-0.4873,NA,6.7331,4.8725,6.8777,-2.3879,-6.1091,1.168433295,0,0.03,0,0,0.08,0.05,0.17,0.04,0.58,0.09,0,0,0.1,6.68,0,0.31,0.14,0.12,0,0.04,3.62,0,0.49,0,1.61,0,0,0,0.01,0.07,0.04,0,0,0,0,0.12,0,0.02,0.143636524,0.163796036,0.054178689,0,74.06,11.52,100,99.65,85.58
HER14_2A,HER14_2A_290,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000289.spe,605,30.4,30.4,30.4,1345.01,1564.62,1445.53,1450.32,7.57,1,0.018338,-0.018,0.007407,0.110437,30875,1.7,0,0,28,7,63,43,159,34,518,98,24,15,29,4565,128,150,226,77,0,0,2725,0,533,0,1213,4,7,0,15,0,63,0,0,0,0,129,58,0,0,4,26,1.34E+15,59052,9009,68061,6.554778555,0.152560455,78972,1.160312073,0,0,0.000411396,0.000102849,0.00092564,0.000631786,0.00233614,0.000499552,0.00761082,0.001439885,0.000352625,0.000220391,0.000426088,0.067072185,0.001880666,0.002203905,0.003320551,0.001131338,0,0,0.040037613,0,0.00783121,0,0.017822248,5.88E-05,0.000102849,0,0.000220391,0,0.00092564,0,0,0,0,0.001895359,0.000852177,0,0,5.88E-05,0.00038201,19688220861,0.867633446,0.132366554,1,9.63E-05,2.24E-06,517643.972,0,0,183.5337995,45.88344988,412.951049,281.8554779,1042.20979,222.8624709,3395.375291,642.3682984,157.3146853,98.32167832,190.0885781,29922.5641,839.011655,983.2167832,1481.379953,504.7179487,0,0,17861.77156,0,3493.69697,0,7950.946387,26.21911422,45.88344988,0,98.32167832,0,412.951049,0,0,0,0,845.5664336,380.1771562,0,0,26.21911422,170.4242424,8.78E+15,387072.7832,59052,446124.7832,42.9651219,1,NA,NA,-1.2528,-2.6391,-0.4418,-0.8238,0.4839,-1.0586,1.665,0,-1.4069,-1.8769,-1.2177,3.8412,0.2671,0.4257,0.8356,-0.2412,NA,NA,3.3253,NA,1.6936,NA,2.5159,-3.1987,-2.6391,NA,-1.8769,NA,-0.4418,NA,NA,NA,NA,0.2748,-0.5245,NA,NA,-3.1987,-1.3269,30.2465,6.4012,4.521,6.5432,-2.7048,-6.4652,1.160312073,0,0,0.04,0.01,0.08,0.05,0.2,0.04,0.66,0.12,0.03,0.02,0.04,5.78,0.16,0.19,0.29,0.1,0,0,3.45,0,0.67,0,1.54,0.01,0.01,0,0.02,0,0.08,0,0,0,0,0.16,0.07,0,0,0.005065086,0.032923061,1.70E+12,74.78,11.41,100,99.64,86.18
HER14_2A,HER14_2A_291,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000290.spe,606,30.5,30.5,30.5,1347,1565.3,1446.92,1451.74,7.58,1,0.018335,-0.018,0.007445,0.110437,30889,1.42,0,42,0,7,64,18,127,88,462,82,0,10,25,4434,144,196,76,67,0,231,2341,28,633,0,1378,0,9,0,0,128,29,0,0,78,0,107,159,0,10,0,31,0,59357,8887,68244,6.679081805,0.149721179,79207,1.160644159,0,0.000615439,0,0.000102573,0.000937811,0.000263759,0.001860969,0.001289491,0.006769826,0.001201571,0,0.000146533,0.000366333,0.064972745,0.002110076,0.002872047,0.001113651,0.000981771,0,0.003384913,0.034303382,0.000410292,0.009275541,0,0.020192251,0,0.00013188,0,0,0.001875623,0.000424946,0,0,0.001142958,0,0.001567903,0.002329875,0,0.000146533,0,0.000454252,0,0.869776098,0.130223902,1,9.79E-05,2.19E-06,529030.0325,0,280.5214358,0,46.75357263,427.4612355,120.2234725,848.2433892,587.7591988,3085.735794,547.684708,0,66.79081805,166.9770451,29615.04872,961.7877799,1309.100034,507.6102172,447.4984809,0,1542.867897,15635.73051,187.0142905,4227.858782,0,9203.774727,0,60.11173624,0,0,854.922471,193.6933723,0,0,520.9683808,0,714.6617531,1061.974007,0,66.79081805,0,207.051536,0,396450.2587,59357,455807.2587,44.61013376,1,NA,-0.669,NA,-2.4608,-0.2478,-1.5163,0.4375,0.0706,1.7288,0,NA,-2.1041,-1.1878,3.9903,0.5631,0.8714,-0.076,-0.202,NA,1.0357,3.3516,-1.0745,2.0438,NA,2.8217,NA,-2.2095,NA,NA,0.4453,-1.0394,NA,NA,-0.05,NA,0.2661,0.6622,NA,-2.1041,NA,-0.9727,NA,6.5846,4.6856,6.7241,-2.5077,-6.3057,1.160644159,0,0.05,0,0.01,0.08,0.02,0.16,0.11,0.58,0.1,0,0.01,0.03,5.6,0.18,0.25,0.1,0.08,0,0.29,2.96,0.04,0.8,0,1.74,0,0.01,0,0,0.16,0.04,0,0,0.1,0,0.14,0.2,0,0.012625147,0,0.039137955,0,74.94,11.22,100,99.47,86.16
HER14_2A,HER14_2A_292,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000291.spe,607,30.6,30.6,30.6,1348.97,1565.98,1448.56,1453.16,7.58,1,0.018334,-0.018,0.007459,0.110437,31015,1.62,0,16,15,11,67,43,105,25,445,86,4,0,0,3853,59,156,113,172,0,18,2531,0,374,0,1404,0,0,0,0,43,62,4,0,0,0,0,0,0,84,0,17,9.31E+14,59533,9023,68556,6.597916436,0.151562999,78162,1.140119027,0,0.000233386,0.000218799,0.000160453,0.000977303,0.000627224,0.001531595,0.000364665,0.006491044,0.001254449,5.83E-05,0,0,0.056202229,0.00086061,0.002275512,0.001648288,0.002508898,0,0.000262559,0.036918723,0,0.005455394,0,0.020479608,0,0,0,0,0.000627224,0.00090437,5.83E-05,0,0,0,0,0,0,0.001225276,0,0.000247972,13580138865,0.86838497,0.13161503,1,9.62E-05,2.21E-06,515706.3445,0,105.566663,98.96874654,72.57708079,442.0604012,283.7104067,692.7812258,164.9479109,2936.072814,567.4208135,26.39166574,0,0,25421.77203,389.2770697,1029.274964,745.5645572,1134.841627,0,118.7624958,16699.3265,0,2467.620747,0,9263.474676,0,0,0,0,283.7104067,409.070819,26.39166574,0,0,0,0,0,0,554.2249806,0,112.1645794,6.14E+15,392793.7592,59533,452326.7592,43.53250129,1,NA,-1.6818,-1.7463,-2.0565,-0.2497,-0.6931,0.1996,-1.2355,1.6437,0,-3.0681,NA,NA,3.8023,-0.3768,0.5955,0.273,0.6931,NA,-1.564,3.382,NA,1.4699,NA,2.7927,NA,NA,NA,NA,-0.6931,-0.3272,-3.0681,NA,NA,NA,NA,NA,NA,-0.0235,NA,-1.6211,30.0129,6.5399,4.6532,6.6811,-2.5676,-6.3411,1.140119027,0,0.02,0.02,0.01,0.09,0.06,0.13,0.03,0.57,0.11,0.01,0,0,4.93,0.08,0.2,0.14,0.22,0,0.02,3.24,0,0.48,0,1.8,0,0,0,0,0.06,0.08,0.01,0,0,0,0,0,0,0.107469103,0,0.021749699,1.19E+12,76.17,11.54,100,99.7,87.71
HER14_2A,HER14_2A_293,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000292.spe,608,30.7,30.7,30.7,1351.09,1566.72,1450.13,1454.58,7.58,1,0.018339,-0.018,0.007542,0.110437,30854,1.46,0,27,13,0,82,51,151,44,349,72,21,0,7,3538,39,228,73,144,0,233,2819,31,451,0,1349,4,21,0,0,36,21,22,0,10,0,295,222,0,0,77,34,2.45E+14,58995,8939,67934,6.599731514,0.151521315,78287,1.152397916,0,0.000397445,0.000191362,0,0.001207054,0.000750729,0.002222746,0.000647687,0.005137339,0.001059852,0.000309124,0,0.000103041,0.05207996,0.000574087,0.003356199,0.001074572,0.002119704,0,0.0034298,0.041496158,0.000456325,0.006638796,0,0.019857509,5.89E-05,0.000309124,0,0,0.000529926,0.000309124,0.000323844,0,0.000147202,0,0.00434245,0.003267878,0,0,0.001133453,0.000500486,3606441546,0.868416404,0.131583596,1,9.71E-05,2.23E-06,516673.181,0,178.1927509,85.79650968,0,541.1779841,336.5863072,996.5594586,290.3881866,2303.306298,475.180669,138.5943618,0,46.1981206,23349.8501,257.389529,1504.738785,481.7804005,950.361338,0,1537.737443,18604.64314,204.5916769,2976.478913,0,8903.037812,26.39892605,138.5943618,0,0,237.5903345,138.5943618,145.1940933,0,65.99731514,0,1946.920797,1465.140396,0,0,508.1793265,224.3908715,1.62E+15,389351.1606,58995,448346.1606,43.55645605,1,NA,-0.9808,-1.7117,NA,0.1301,-0.3448,0.7406,-0.4925,1.5784,0,-1.2321,NA,-2.3308,3.8947,-0.6131,1.1527,0.0138,0.6931,NA,1.1744,3.6675,-0.8427,1.8348,NA,2.9305,-2.8904,-1.2321,NA,NA,-0.6931,-1.2321,-1.1856,NA,-1.9741,NA,1.4103,1.126,NA,NA,0.0671,-0.7503,28.8556,6.7085,4.8215,6.8496,-2.3896,-6.1637,1.152397916,0,0.03,0.02,0,0.1,0.07,0.19,0.06,0.45,0.09,0.03,0,0.01,4.52,0.05,0.29,0.09,0.18,0,0.3,3.6,0.04,0.58,0,1.72,0.01,0.03,0,0,0.05,0.03,0.03,0,0.01,0,0.38,0.28,0,0,0.098356049,0.043429944,3.13E+11,75.36,11.42,100,99.6,86.78
HER14_2A,HER14_2A_294,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000293.spe,609,30.8,30.8,30.8,1353.12,1567.7,1451.76,1456,7.59,1,0.018338,-0.018,0.007525,0.110437,30868,1.5,0,0,0,8,72,42,130,52,452,77,0,0,28,3774,0,155,75,47,0,247,2858,0,467,0,1316,9,0,0,0,74,59,0,0,0,0,102,112,0,119,99,11,0,58310,8915,67225,6.540661806,0.152889727,77381,1.151074749,0,0,0,0.000119003,0.00107103,0.000624768,0.001933804,0.000773522,0.006723689,0.001145407,0,0,0.000416512,0.056139829,0,0.00230569,0.001115656,0.000699145,0,0.003674228,0.042513946,0,0.00694682,0,0.019576051,0.000133879,0,0,0,0.001100781,0.00087765,0,0,0,0,0.001517293,0.001666047,0,0.001770175,0.001472666,0.00016363,0,0.867385645,0.132614355,1,9.73E-05,2.27E-06,506122.9512,0,0,0,52.32529445,470.92765,274.7077958,850.2860348,340.1144139,2956.379136,503.6309591,0,0,183.1385306,24684.45766,0,1013.80258,490.5496354,307.4111049,0,1615.543466,18693.21144,0,3054.489063,0,8607.510937,58.86595625,0,0,0,484.0089736,385.8990466,0,0,0,0,667.1475042,732.5541223,0,778.3387549,647.5255188,71.94727987,0,381385.9899,58310,439695.9899,42.78025686,1,NA,NA,NA,-2.2644,-0.0671,-0.6061,0.5237,-0.3926,1.7699,0,NA,NA,-1.0116,3.8921,NA,0.6996,-0.0263,-0.4937,NA,1.1656,3.6141,NA,1.8025,NA,2.8385,-2.1466,NA,NA,NA,-0.0397,-0.2663,NA,NA,NA,NA,0.2812,0.3747,NA,0.4353,0.2513,-1.9459,NA,6.6297,4.7517,6.772,-2.4658,-6.2218,1.151074749,0,0,0,0.01,0.09,0.05,0.17,0.07,0.58,0.1,0,0,0.04,4.88,0,0.2,0.1,0.06,0,0.32,3.69,0,0.6,0,1.7,0.01,0,0,0,0.1,0.08,0,0,0,0,0.13,0.14,0,0.153784521,0.127938383,0.014215376,0,75.35,11.52,100,99.65,86.88
HER14_2A,HER14_2A_295,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000294.spe,610,30.9,30.9,30.9,1355.22,1568.51,1453.49,1457.42,7.58,1,0.018336,-0.018,0.007454,0.110437,30846,1.37,0,27,0,27,74,42,155,5,476,78,21,24,21,4110,0,183,121,87,58,56,2738,119,542,0,1402,8,5,0,0,4,39,0,0,0,0,0,46,0,146,110,35,2.56E+14,58399,8764,67163,6.663509813,0.150071063,77631,1.155859625,0,0.000402007,0,0.000402007,0.001101797,0.000625344,0.002307818,7.44E-05,0.007087236,0.001161354,0.000312672,0.00035734,0.000312672,0.061194408,0,0.002724715,0.001801587,0.001295356,0.000863571,0.000833792,0.040766493,0.001771809,0.008069919,0,0.020874589,0.000119113,7.44E-05,0,0,5.96E-05,0.000580677,0,0,0,0,0,0.000684901,0,0.002173816,0.001637807,0.00052112,3811622471,0.869511487,0.130488513,1,9.92E-05,2.23E-06,517294.9303,0,179.9147649,0,179.9147649,493.0997262,279.8674121,1032.844021,33.31754906,3171.830671,519.7537654,139.9337061,159.9242355,139.9337061,27387.02533,0,1219.422296,806.2846874,579.7253537,386.4835691,373.1565495,18244.68987,792.9576677,3611.622319,0,9342.240758,53.3080785,33.31754906,0,0,26.65403925,259.8768827,0,0,0,0,0,306.5214514,0,972.8724327,732.9860794,233.2228435,1.71E+15,389142.3096,58399,447541.3096,44.40236303,1,NA,-1.0609,NA,-1.0609,-0.0526,-0.619,0.6867,-2.7473,1.8087,0,-1.3122,-1.1787,-1.3122,3.9645,NA,0.8528,0.4391,0.1092,-0.2963,-0.3314,3.5583,0.4224,1.9386,NA,2.8889,-2.2773,-2.7473,NA,NA,-2.9704,-0.6931,NA,NA,NA,NA,NA,-0.5281,NA,0.6269,0.3438,-0.8014,28.8195,6.6183,4.7217,6.7582,-2.4601,-6.2534,1.155859625,0,0.03,0,0.03,0.1,0.05,0.2,0.01,0.61,0.1,0.03,0.03,0.03,5.29,0,0.24,0.16,0.11,0.07,0.07,3.53,0.15,0.7,0,1.81,0.01,0.01,0,0,0.01,0.05,0,0,0,0,0,0.06,0,0.188069199,0.141695972,0.045085082,3.30E+11,75.23,11.29,100,99.64,86.52
HER14_2A,HER14_2A_296,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000295.spe,611,31,31,31,1357.68,1569.64,1454.86,1458.84,7.58,1,0.018335,-0.018,0.00744,0.110437,30850,1.51,0,0,0,0,59,39,160,30,551,91,0,5,48,4468,74,244,80,82,0,55,2952,0,660,25,1308,7,5,0,0,48,21,0,0,4,0,21,0,31,0,25,11,0,58347,8675,67022,6.725878963,0.148679452,78090,1.165139805,0,0,0,0,0.000880308,0.000581898,0.002387276,0.000447614,0.008221181,0.001357763,0,7.46E-05,0.000716183,0.066664677,0.001104115,0.003640596,0.001193638,0.001223479,0,0.000820626,0.044045239,0,0.009847513,0.000373012,0.01951598,0.000104443,7.46E-05,0,0,0.000716183,0.00031333,0,0,5.97E-05,0,0.00031333,0,0.000462535,0,0.000373012,0.000164125,0,0.870564889,0.129435111,1,0.000100353,2.22E-06,525223.8882,0,0,0,0,396.8268588,262.3092795,1076.140634,201.7763689,3705.959308,612.0549856,0,33.62939481,322.8421902,30051.2272,497.7150432,1641.114467,538.070317,551.5220749,0,369.9233429,19854.7947,0,4439.080115,168.1469741,8797.449683,47.08115274,33.62939481,0,0,322.8421902,141.2434582,0,0,26.90351585,0,141.2434582,0,208.5022478,0,168.1469741,73.98466859,0,392434.8598,58347,450781.8598,45.23744782,1,NA,NA,NA,NA,-0.4333,-0.8473,0.5643,-1.1097,1.8009,0,NA,-2.9014,-0.6397,3.8938,-0.2068,0.9863,-0.1288,-0.1041,NA,-0.5035,3.4794,NA,1.9814,-1.292,2.6654,-2.5649,-2.9014,NA,NA,-0.6397,-1.4663,NA,NA,-3.1246,NA,-1.4663,NA,-1.0769,NA,-1.292,-2.113,NA,6.4633,4.5573,6.6019,-2.6049,-6.4168,1.165139805,0,0,0,0,0.08,0.05,0.2,0.04,0.71,0.12,0,0.01,0.06,5.72,0.09,0.31,0.1,0.11,0,0.07,3.78,0,0.85,0.03,1.67,0.01,0.01,0,0,0.06,0.03,0,0,0.01,0,0.03,0,0.04,0,0.032014342,0.014086311,0,74.72,11.11,100,99.61,85.83
HER14_2A,HER14_2A_297,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000296.spe,612,31.1,31.1,31.1,1359.37,1571.03,1456.3,1460.26,7.58,1,0.018337,-0.018,0.007246,0.110437,30768,1.43,5,38,0,10,65,33,140,48,472,38,0,8,28,3924,114,199,118,75,0,182,2905,0,533,0,1253,6,0,7,14,0,12,0,0,0,0,75,24,108,82,0,26,0,58253,8810,67063,6.612145289,0.151236846,77497,1.15551049,7.46E-05,0.000566631,0,0.000149114,0.000969238,0.000492075,0.002087589,0.000715745,0.007038158,0.000566631,0,0.000119291,0.000417518,0.058512145,0.001699894,0.002967359,0.00175954,0.001118351,0,0.002713866,0.043317478,0,0.007947751,0,0.018683924,8.95E-05,0,0.000104379,0.000208759,0,0.000178936,0,0,0,0,0.001118351,0.000357872,0.001610426,0.001222731,0,0.000387695,0,0.868630989,0.131369011,1,9.86E-05,2.26E-06,512388.3628,33.06072645,251.261521,0,66.12145289,429.7894438,218.2007946,925.7003405,317.3829739,3120.932577,251.261521,0,52.89716232,185.1400681,25946.05812,753.784563,1315.816913,780.2331442,495.9108967,0,1203.410443,19208.28207,0,3524.273439,0,8285.018048,39.67287174,0,46.28501703,92.57003405,0,79.34574347,0,0,0,0,495.9108967,158.6914869,714.1116913,542.1959137,0,171.9157775,0,385177.2995,58253,443430.2995,43.72046533,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15551049,0.01,0.05,0,0.01,0.08,0.04,0.18,0.06,0.61,0.05,0,0.01,0.04,5.06,0.15,0.26,0.15,0.1,0,0.23,3.75,0,0.69,0,1.62,0.01,0,0.01,0.02,0,0.02,0,0,0,0,0.1,0.03,0.14,0.105817375,0,0.033551851,0,75.17,11.37,100,99.57,86.54
HER14_2A,HER14_2A_298,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000297.spe,613,31.2,31.2,31.2,1361.64,1571.82,1457.69,1461.68,7.59,1,0.018335,-0.018,0.00727,0.110437,30665,1.52,0,14,0,17,70,35,147,49,520,72,0,5,29,3527,33,190,148,52,5,111,3102,0,293,0,1269,23,17,0,10,5,36,0,0,0,0,10,19,0,156,77,42,2.80E+14,58046,9120,67166,6.364692982,0.157116769,76974,1.146026263,0,0.000208439,0,0.000253104,0.001042194,0.000521097,0.002188607,0.000729536,0.007742012,0.001071971,0,7.44E-05,0.000431766,0.052511687,0.00049132,0.002828812,0.002203496,0.000774201,7.44E-05,0.001652622,0.046184081,0,0.004362326,0,0.018893488,0.000342435,0.000253104,0,0.000148885,7.44E-05,0.000535985,0,0,0,0,0.000148885,0.000282881,0,0.002322604,0.001146413,0.000625316,4168775869,0.864217015,0.135782985,1,9.48E-05,2.34E-06,489915.8776,0,89.10570175,0,108.1997807,445.5285088,222.7642544,935.6098684,311.8699561,3309.640351,458.2578947,0,31.82346491,184.5760965,22448.27215,210.0348684,1209.291667,941.9745614,330.9640351,31.82346491,706.4809211,19743.27763,0,1864.855044,0,8076.795395,146.3879386,108.1997807,0,63.64692982,31.82346491,229.1289474,0,0,0,0,63.64692982,120.9291667,0,992.8921053,490.0813596,267.3171053,1.78E+15,369444.9689,58046,427490.9689,40.50931676,1,NA,-1.6376,NA,-1.4435,-0.0282,-0.7213,0.7138,-0.3848,1.9772,0,NA,-2.6672,-0.9094,3.8915,-0.7802,0.9704,0.7205,-0.3254,-2.6672,0.4329,3.7631,NA,1.4035,NA,2.8693,-1.1412,-1.4435,NA,-1.9741,-2.6672,-0.6931,NA,NA,NA,NA,-1.9741,-1.3322,NA,0.7732,0.0671,-0.539,28.9891,6.6923,4.8416,6.8383,-2.4259,-6.1274,1.146026263,0,0.02,0,0.02,0.09,0.05,0.19,0.06,0.68,0.09,0,0.01,0.04,4.58,0.04,0.25,0.19,0.07,0.01,0.14,4.03,0,0.38,0,1.65,0.03,0.02,0,0.01,0.01,0.05,0,0,0,0,0.01,0.02,0,0.202665835,0.100033778,0.054563879,3.64E+11,75.41,11.85,100,99.67,87.26
