C:/Data/BAS_sjro/Sept_2015/HER14/    28/09/2015  re-evaluated data   peakarea,,,,,,,BACON v2.5  HER14-M5 (cal a BP),,,,,,,,,,,,cps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,element/inc+coh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,element/(coh/inc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ln(Element/Ti)  where Ti>50 cps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,% of TSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Section,ID,filename,position_mm,Section_depth_cm,Field_depth_cm,Strat_depth_cm,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,sample surface,validity,E_gain,E_offset,F_slope,F_offset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,cps_sum,Norm_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo coh,inc+coh,inc_coh,coh_inc,coh_inc_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,Norm_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,SUM,SUM_main,Total scatter %
HER14_2C,HER14_2C_144,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000143.spe,449,14.8,94.8,94.8,12772.36,13057.62,12900.13,12903.27,7.7,1,0.018359,-0.018,0.00714,0.110437,31461,1.71,0,0,0,17,93,50,86,12,299,47,0,9,0,3871,28,160,98,0,8,157,665,0,222,0,1332,19,9,0,0,77,79,0,0,0,0,0,180,0,290,0,21,0,58949,8715,67664,6.764084911,0.147839658,75182,1.111107827,0,0,0,0.000251241,0.001374438,0.000738945,0.001270986,0.000177347,0.004418893,0.000694609,0,0.00013301,0,0.057209151,0.000413809,0.002364625,0.001448333,0,0.000118231,0.002320288,0.009827974,0,0.003280917,0,0.019685505,0.000280799,0.00013301,0,0,0.001137976,0.001167534,0,0,0,0,0,0.002660203,0,0.004285883,0,0.000310357,0,0.871201821,0.128798179,1,1.00E-04,2.18E-06,508537.4318,0,0,0,114.9894435,629.0598967,338.2042456,581.7113024,81.16901893,2022.461388,317.9119908,0,60.8767642,0,26183.77269,189.3943775,1082.253586,662.8803213,0,54.11267929,1061.961331,4498.116466,0,1501.62685,0,9009.761102,128.5176133,60.8767642,0,0,520.8345382,534.362708,0,0,0,0,0,1217.535284,0,1961.584624,0,142.0457831,0,398736.0414,58949,457685.0414,45.75284468,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.111107827,0,0,0,0.02,0.12,0.07,0.11,0.02,0.4,0.06,0,0.01,0,5.15,0.04,0.21,0.13,0,0.01,0.21,0.88,0,0.3,0,1.77,0.03,0.01,0,0,0.1,0.11,0,0,0,0,0,0.24,0,0.385730627,0,0.027932218,0,78.41,11.59,100,99.63,90
HER14_2C,HER14_2C_145,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000144.spe,450,14.9,94.9,94.9,12780.07,13061.92,12906.32,12910.09,7.73,1,0.018362,-0.018,0.007163,0.110437,31274,1.43,0,0,0,0,82,15,98,27,330,23,0,16,14,3859,31,178,63,39,0,129,784,0,395,0,1322,9,0,0,0,80,128,0,0,0,0,116,0,0,5,43,29,0,58860,8646,67506,6.80777238,0.146890928,75244,1.114626848,0,0,0,0,0.001214707,0.000222202,0.001451723,0.000399964,0.004888454,0.00034071,0,0.000237016,0.000207389,0.057165289,0.000459218,0.002636803,0.00093325,0.000577726,0,0.001910941,0.011613782,0,0.005851332,0,0.019583444,0.000133321,0,0,0,0.00118508,0.001896128,0,0,0,0,0.001718366,0,0,7.41E-05,0.00063698,0.000429591,0,0.871922496,0.128077504,1,0.000100847,2.18E-06,512244.025,0,0,0,0,558.2373352,102.1165857,667.1616933,183.8098543,2246.564885,156.5787647,0,108.9243581,95.30881332,26271.19362,211.0409438,1211.783484,428.88966,265.5031228,0,878.2026371,5337.293546,0,2689.07009,0,8999.875087,61.26995142,0,0,0,544.6217904,871.3948647,0,0,0,0,789.7015961,0,0,34.0388619,292.7342124,197.425399,0,400705.4823,58860,459565.4823,46.34576478,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.114626848,0,0,0,0,0.11,0.02,0.13,0.04,0.44,0.03,0,0.02,0.02,5.13,0.04,0.24,0.08,0.05,0,0.17,1.04,0,0.52,0,1.76,0.01,0,0,0,0.11,0.17,0,0,0,0,0.15,0,0,0.006645048,0.057147414,0.038541279,0,78.23,11.49,100,99.56,89.72
HER14_2C,HER14_2C_146,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000145.spe,451,15,95,95,12788.17,13068.21,12912.52,12916.92,7.73,1,0.01836,-0.018,0.007278,0.110437,31223,1.35,0,0,0,10,75,33,71,27,251,27,4,0,4,3641,120,176,158,71,0,0,727,0,365,0,1120,19,8,0,0,0,81,0,0,0,0,122,63,55,0,14,7,8.09E+14,58410,8662,67072,6.743246363,0.148296525,74300,1.10776479,0,0,0,0.000149094,0.001118201,0.000492009,0.001058564,0.000402552,0.003742247,0.000402552,5.96E-05,0,5.96E-05,0.054284948,0.001789122,0.002624046,0.002355677,0.001058564,0,0,0.010839098,0,0.005441913,0,0.016698473,0.000283278,0.000119275,0,0,0,0.001207657,0,0,0,0,0.001818941,0.000939289,0.000820014,0,0.000208731,0.000104365,12061665076,0.8708552,0.1291448,1,0.000100537,2.21E-06,501023.2048,0,0,0,67.43246363,505.7434773,222.52713,478.7704918,182.0676518,1692.554837,182.0676518,26.97298545,0,26.97298545,24552.16001,809.1895636,1186.81136,1065.432925,478.7704918,0,0,4902.340106,0,2461.284923,0,7552.435927,128.1216809,53.94597091,0,0,0,546.2029554,0,0,0,0,822.6760563,424.8245209,370.87855,0,94.40544909,47.20272454,5.46E+15,393873.0201,58410,452283.0201,45.47137152,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10776479,0,0,0,0.01,0.1,0.04,0.1,0.04,0.34,0.04,0.01,0,0.01,4.9,0.16,0.24,0.21,0.1,0,0,0.98,0,0.49,0,1.51,0.03,0.01,0,0,0,0.11,0,0,0,0,0.16,0.08,0.07,0,0.01884253,0.009421265,1.09E+12,78.61,11.66,100,99.68,90.27
HER14_2C,HER14_2C_147,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000146.spe,452,15.1,95.1,95.1,12794.76,13073.88,12918.62,12923.74,7.75,1,0.018361,-0.018,0.007267,0.110437,31466,1.37,0,35,0,10,68,34,72,7,303,28,0,6,0,4333,0,150,5,126,0,211,824,0,170,0,1111,0,9,0,0,142,55,0,0,0,0,202,120,0,0,128,0,1.48E+14,58788,9090,67878,6.467326733,0.154623393,75899,1.118167889,0,0.000515631,0,0.000147323,0.001001797,0.000500899,0.001060727,0.000103126,0.004463891,0.000412505,0,8.84E-05,0,0.063835116,0,0.002209847,7.37E-05,0.001856272,0,0.003108518,0.012139427,0,0.002504493,0,0.016367601,0,0.000132591,0,0,0.002091989,0.000810277,0,0,0,0,0.002975927,0.001767878,0,0,0.001885736,0,2180382451,0.866083267,0.133916733,1,9.53E-05,2.28E-06,490863.6317,0,226.3564356,0,64.67326733,439.7782178,219.8891089,465.6475248,45.27128713,1959.6,181.0851485,0,38.8039604,0,28022.92673,0,970.0990099,32.33663366,814.8831683,0,1364.605941,5329.077228,0,1099.445545,0,7185.2,0,58.20594059,0,0,918.360396,355.7029703,0,0,0,0,1306.4,776.0792079,0,0,827.8178218,0,9.57E+14,380201.204,58788,438989.204,41.82631507,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.118167889,0,0.05,0,0.01,0.09,0.04,0.09,0.01,0.4,0.04,0,0.01,0,5.71,0,0.2,0.01,0.17,0,0.28,1.09,0,0.22,0,1.46,0,0.01,0,0,0.19,0.07,0,0,0,0,0.27,0.16,0,0,0.168645173,0,1.95E+11,77.46,11.98,100,99.58,89.43
HER14_2C,HER14_2C_148,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000147.spe,453,15.2,95.2,95.2,12801.92,13082.67,12924.38,12930.57,7.76,1,0.01836,-0.018,0.007238,0.110437,31978,1.4,0,0,12,30,68,38,107,23,309,8,0,22,48,3722,0,194,0,68,0,123,711,0,281,0,1371,16,0,0,0,39,49,0,0,0,0,8,97,0,6,71,0,1.02E+15,60081,9123,69204,6.585662611,0.151845009,76548,1.106121033,0,0,0.0001734,0.000433501,0.000982602,0.000549101,0.001546153,0.000332351,0.00446506,0.0001156,0,0.000317901,0.000693602,0.053783018,0,0.002803306,0,0.000982602,0,0.001777354,0.010273973,0,0.004060459,0,0.019810994,0.000231201,0,0,0,0.000563551,0.000708052,0,0,0,0,0.0001156,0.001401653,0,8.67E-05,0.001025952,0,14739032426,0.86817236,0.13182764,1,9.52E-05,2.19E-06,504119.3015,0,0,79.02795133,197.5698783,447.8250575,250.2551792,704.6658994,151.4702401,2034.969747,52.68530089,0,144.8845774,316.1118053,24511.83624,0,1277.618547,0,447.8250575,0,810.0365012,4682.406116,0,1850.571194,0,9028.94344,105.3706018,0,0,0,256.8408418,322.6974679,0,0,0,0,52.68530089,638.8092733,0,39.51397567,467.5820454,0,6.72E+15,395673.1953,60081,455754.1953,43.37095203,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.106121033,0,0,0.02,0.04,0.09,0.05,0.14,0.03,0.4,0.01,0,0.03,0.06,4.86,0,0.25,0,0.09,0,0.16,0.93,0,0.37,0,1.79,0.02,0,0,0,0.05,0.06,0,0,0,0,0.01,0.13,0,0.007838219,0.09275226,0,1.33E+12,78.49,11.92,100,99.7,90.41
HER14_2C,HER14_2C_149,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000148.spe,454,15.3,95.3,95.3,12806.66,13089.91,12931.36,12937.39,7.78,1,0.01836,-0.018,0.007327,0.110437,32672,1.4,0,13,0,9,67,21,73,26,360,37,0,0,14,4130,44,164,26,135,95,0,578,44,255,0,1333,0,0,0,0,98,6,0,0,0,0,0,148,0,7,25,19,3.11E+15,60571,8999,69570,6.730858984,0.148569447,77246,1.110334914,0,0.000186862,0,0.000129366,0.000963059,0.000301854,0.001049303,0.000373724,0.005174644,0.000531838,0,0,0.000201236,0.059364669,0.000632457,0.002357338,0.000373724,0.001940492,0.001365531,0,0.008308179,0.000632457,0.003665373,0,0.019160558,0,0,0,0,0.001408653,8.62E-05,0,0,0,0,0,0.002127354,0,0.000100618,0.00035935,0.000273106,44703176657,0.870648268,0.129351732,1,9.67E-05,2.14E-06,519931.9331,0,87.5011668,0,60.57773086,450.967552,141.3480387,491.3527059,175.0023336,2423.109234,249.0417824,0,0,94.23202578,27798.44761,296.1577953,1103.860873,175.0023336,908.6659629,639.4316035,0,3890.436493,296.1577953,1716.369041,0,8972.235026,0,0,0,0,659.6241805,40.38515391,0,0,0,0,0,996.1671297,0,47.11601289,168.2714746,127.8863207,2.09E+16,407694.8595,60571,468265.8595,45.30446267,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.110334914,0,0.02,0,0.01,0.09,0.03,0.09,0.03,0.47,0.05,0,0,0.02,5.35,0.06,0.21,0.03,0.17,0.12,0,0.75,0.06,0.33,0,1.73,0,0,0,0,0.13,0.01,0,0,0,0,0,0.19,0,0.009061958,0.032364135,0.024596743,4.03E+12,78.41,11.65,100,99.75,90.06
HER14_2C,HER14_2C_150,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000149.spe,455,15.4,95.4,95.4,12810.85,13097.69,12938.74,12944.22,7.78,1,0.018357,-0.018,0.007377,0.110437,32474,1.26,13,21,0,39,91,40,87,37,367,31,6,14,12,4778,44,157,96,53,10,55,827,0,425,0,1339,6,0,0,0,0,14,0,0,0,0,112,0,0,0,17,24,6.68E+14,60584,9126,69710,6.638614946,0.150633831,78384,1.124243294,0.000186487,0.000301248,0,0.000559461,0.001305408,0.000573806,0.001248028,0.00053077,0.005264668,0.000444699,8.61E-05,0.000200832,0.000172142,0.068541099,0.000631186,0.002252188,0.001377134,0.000760293,0.000143451,0.000788983,0.011863434,0,0.006096686,0,0.019208148,8.61E-05,0,0,0,0,0.000200832,0,0,0,0,0.001606656,0,0,0,0.000243867,0.000344283,9582556305,0.869086214,0.130913786,1,9.52E-05,2.16E-06,520274.892,86.3019943,139.4109139,0,258.9059829,604.1139601,265.5445979,577.5595003,245.628753,2436.371685,205.7970633,39.83168968,92.94060925,79.66337936,31719.30221,292.0990576,1042.262547,637.3070348,351.8465922,66.38614946,365.123822,5490.134561,0,2821.411352,0,8889.105413,39.83168968,0,0,0,0,92.94060925,0,0,0,0,743.524874,0,0,0,112.8564541,159.3267587,4.43E+15,402193.8479,60584,462777.8479,44.07120841,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.124243294,0.02,0.03,0,0.05,0.12,0.05,0.11,0.05,0.47,0.04,0.01,0.02,0.02,6.1,0.06,0.2,0.12,0.07,0.01,0.07,1.06,0,0.54,0,1.71,0.01,0,0,0,0,0.02,0,0,0,0,0.14,0,0,0,0.021691697,0.030623572,8.52E+11,77.3,11.64,100,99.81,88.95
HER14_2C,HER14_2C_151,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000150.spe,456,15.5,95.5,95.5,12814.03,13105.74,12945.2,12951.04,7.78,1,0.018359,-0.018,0.007397,0.110437,32523,1.51,0,0,0,0,99,35,91,39,293,49,0,20,35,5735,114,181,182,159,0,59,1043,0,403,0,1300,15,0,0,0,0,91,0,0,0,0,0,0,0,0,18,15,0,60484,9169,69653,6.596575417,0.15159381,79596,1.142750492,0,0,0,0,0.001421331,0.000502491,0.001306476,0.000559918,0.004206567,0.000703487,0,0.000287138,0.000502491,0.082336726,0.001636685,0.002598596,0.002612953,0.002282744,0,0.000847056,0.014974229,0,0.005785824,0,0.018663948,0.000215353,0,0,0,0,0.001306476,0,0,0,0,0,0,0,0,0.000258424,0.000215353,0,0.868361736,0.131638264,1,9.47E-05,2.18E-06,525061.0169,0,0,0,0,653.0609663,230.8801396,600.288363,257.2664413,1932.796597,323.2321954,0,131.9315083,230.8801396,37831.36002,752.0095976,1193.980151,1200.576726,1048.855491,0,389.1979496,6880.22816,0,2658.419893,0,8575.548042,98.94863126,0,0,0,0,600.288363,0,0,0,0,0,0,0,0,118.7383575,98.94863126,0,398987.2675,60484,459471.2675,43.51480723,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.142750492,0,0,0,0,0.12,0.04,0.11,0.05,0.37,0.06,0,0.03,0.04,7.21,0.14,0.23,0.23,0.2,0,0.07,1.31,0,0.51,0,1.63,0.02,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0.022614202,0.018845168,0,75.99,11.52,100,99.73,87.51
HER14_2C,HER14_2C_152,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000151.spe,457,15.6,95.6,95.6,12818.02,13113.06,12953.92,12957.87,7.78,1,0.018358,-0.018,0.007419,0.110437,33119,1.61,26,59,14,32,80,30,89,17,331,44,0,0,29,6407,83,206,30,22,0,6,1308,0,474,0,994,14,0,0,0,44,66,0,0,0,0,139,0,81,153,0,20,0,61565,9188,70753,6.700587723,0.14924064,81378,1.149802835,0.000367476,0.000833887,0.000197871,0.000452278,0.001130694,0.00042401,0.001257897,0.000240272,0.004678247,0.000621882,0,0,0.000409877,0.090554464,0.001173095,0.002911537,0.00042401,0.000310941,0,8.48E-05,0.018486849,0,0.006699363,0,0.014048874,0.000197871,0,0,0,0.000621882,0.000932823,0,0,0,0,0.001964581,0,0.001144828,0.002162452,0,0.000282674,0,0.870139782,0.129860218,1,9.47E-05,2.11E-06,545106.2125,174.2152808,395.3346757,93.80822812,214.4188071,536.0470178,201.0176317,596.3523074,113.9099913,2217.894536,294.8258598,0,0,194.317044,42930.66554,556.148781,1380.321071,201.0176317,147.4129299,0,40.20352634,8764.368742,0,3176.078581,0,6660.384197,93.80822812,0,0,0,294.8258598,442.2387897,0,0,0,0,931.3816935,0,542.7476056,1025.189922,0,134.0117545,0,412521.6832,61565,474086.6832,44.89787584,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.149802835,0.03,0.07,0.02,0.04,0.1,0.04,0.11,0.02,0.41,0.05,0,0,0.04,7.88,0.1,0.25,0.04,0.03,0,0.01,1.61,0,0.58,0,1.22,0.02,0,0,0,0.05,0.08,0,0,0,0,0.17,0,0.1,0.18807159,0,0.024584522,0,75.68,11.29,100,99.57,86.97
HER14_2C,HER14_2C_153,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000152.spe,458,15.7,95.7,95.7,12821.14,13122.42,12960.87,12964.7,7.78,1,0.018359,-0.018,0.007419,0.110437,32921,1.67,0,56,0,28,98,53,107,39,428,35,24,11,5,6957,53,157,153,61,44,164,1076,0,335,0,1384,0,0,0,0,0,53,0,0,0,0,0,0,0,205,95,0,9.28E+14,60607,9223,69830,6.571289168,0.152177141,81151,1.162122297,0,0.000801948,0,0.000400974,0.001403408,0.000758986,0.001532293,0.000558499,0.006129171,0.000501217,0.000343692,0.000157525,7.16E-05,0.099627667,0.000758986,0.002248317,0.002191035,0.00087355,0.000630102,0.002348561,0.01540885,0,0.004797365,0,0.019819562,0,0,0,0,0,0.000758986,0,0,0,0,0,0,0,0.002935701,0.001360447,0,13289417156,0.867922097,0.132077903,1,9.41E-05,2.18E-06,533266.6873,0,367.9921934,0,183.9960967,643.9863385,348.2783259,703.127941,256.2802776,2812.511764,229.9951209,157.71094,72.28418085,32.85644584,45716.45874,348.2783259,1031.692399,1005.407243,400.8486393,289.1367234,1077.691424,7070.707145,0,2201.381871,0,9094.664209,0,0,0,0,0,348.2783259,0,0,0,0,0,0,0,1347.11428,624.272471,0,6.10E+15,398266.1226,60607,458873.1226,43.18184133,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.162122297,0,0.07,0,0.03,0.12,0.07,0.13,0.05,0.53,0.04,0.03,0.01,0.01,8.57,0.07,0.19,0.19,0.08,0.05,0.2,1.33,0,0.41,0,1.71,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.252615495,0.117065717,0,1.14E+12,74.68,11.37,100,99.69,86.05
HER14_2C,HER14_2C_154,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000153.spe,459,15.8,95.8,95.8,12825.21,13130.72,12968.91,12971.52,7.78,1,0.018362,-0.018,0.007443,0.110437,32888,1.4,23,53,33,41,100,55,78,37,370,89,4,0,59,8770,51,210,134,37,0,157,897,70,458,0,1382,6,0,0,0,34,119,0,0,0,0,0,0,0,151,113,6,1.00E+14,60500,9094,69594,6.652738069,0.15031405,82861,1.190303762,0.000330488,0.00076156,0.000474179,0.000589131,0.001436905,0.000790298,0.001120786,0.000531655,0.00531655,0.001278846,5.75E-05,0,0.000847774,0.126016611,0.000732822,0.003017502,0.001925453,0.000531655,0,0.002255942,0.012889042,0.001005834,0.006581027,0,0.019858034,8.62E-05,0,0,0,0.000488548,0.001709918,0,0,0,0,0,0,0,0.002169727,0.001623703,8.62E-05,1436905480,0.869327816,0.130672184,1,9.56E-05,2.16E-06,551099.5162,153.0129756,352.5951177,219.5403563,272.7622608,665.2738069,365.9005938,518.9135694,246.1513086,2461.513086,592.0936881,26.61095228,0,392.5115461,58344.51287,339.2896415,1397.074995,891.4669013,246.1513086,0,1044.479877,5967.506048,465.6916648,3046.954036,0,9194.084011,39.91642841,0,0,0,226.1930943,791.6758302,0,0,0,0,0,0,0,1004.563448,751.7594018,39.91642841,6.65E+14,402490.6532,60500,462990.6532,44.25892382,1,-1.3531,-0.5183,-0.9921,-0.7751,0.1165,-0.4813,-0.1319,-0.8777,1.4249,0,-3.1023,NA,-0.4111,4.5905,-0.5568,0.8585,0.4092,-0.8777,NA,0.5676,2.3104,-0.2401,1.6382,NA,2.7427,-2.6969,NA,NA,NA,-0.9623,0.2905,NA,NA,NA,NA,NA,NA,NA,0.5286,0.2388,-2.6969,27.7476,6.5218,4.6267,6.6618,-2.5936,-6.3837,1.190303762,0.03,0.06,0.04,0.05,0.12,0.07,0.09,0.04,0.45,0.11,0,0,0.07,10.59,0.06,0.25,0.16,0.04,0,0.19,1.08,0.08,0.55,0,1.67,0.01,0,0,0,0.04,0.14,0,0,0,0,0,0,0,0.182283493,0.136410826,0.007243053,1.21E+11,73.03,10.98,100,99.65,84.01
HER14_2C,HER14_2C_155,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000154.spe,460,15.9,95.9,95.9,12829.36,13139.18,12976.31,12978.35,7.79,1,0.018364,-0.018,0.007462,0.110437,32560,1.47,0,0,0,0,93,65,83,25,400,60,0,8,0,7767,9,188,177,91,0,0,910,47,352,0,1092,6,0,0,0,0,33,0,21,0,0,135,171,0,0,51,0,0,59968,8878,68846,6.754674476,0.148045624,80579,1.170423845,0,0,0,0,0.001350841,0.000944136,0.001205589,0.000363129,0.005810069,0.00087151,0,0.000116201,0,0.112817012,0.000130727,0.002730732,0.002570955,0.001321791,0,0,0.013217907,0.000682683,0.005112861,0,0.015861488,8.72E-05,0,0,0,0,0.000479331,0,0.000305029,0,0,0.001960898,0.002483804,0,0,0.000740784,0,0,0.871045522,0.128954478,1,9.81E-05,2.15E-06,544284.9146,0,0,0,0,628.1847263,439.053841,560.6379815,168.8668619,2701.86979,405.2804686,0,54.03739581,0,52463.55666,60.79207029,1269.878802,1195.577382,614.6753773,0,0,6146.753773,317.4697004,2377.645416,0,7376.104528,40.52804686,0,0,0,0,222.9042577,0,141.848164,0,0,911.8810543,1155.049335,0,0,344.4883983,0,0,405064.319,59968,465032.319,45.62562728,1,NA,NA,NA,NA,0.4383,0.08,0.3245,-0.8755,1.8971,0,NA,-2.0149,NA,4.8633,-1.8971,1.1421,1.0818,0.4165,NA,NA,2.7191,-0.2442,1.7693,NA,2.9014,-2.3026,NA,NA,NA,NA,-0.5978,NA,-1.0498,NA,NA,0.8109,1.0473,NA,NA,-0.1625,NA,NA,6.9072,4.997,7.0453,-2.1841,-6.0046,1.170423845,0,0,0,0,0.12,0.08,0.1,0.03,0.5,0.07,0,0.01,0,9.64,0.01,0.23,0.22,0.11,0,0,1.13,0.06,0.44,0,1.36,0.01,0,0,0,0,0.04,0,0.03,0,0,0.17,0.21,0,0,0.063291925,0,0,74.42,11.02,100,99.81,85.44
