Site,Section,ID,filename,position_mm,Section_depth_cm,Field_depth_cm,Strat_depth_cm,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,surface,validity,E_gain,E_offset,F_slope,F_offset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh
HER14L,HER14L_2A,HER14L_2A_273,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000272.spe,588,28.7,28.7,28.7,1311.2,1509.57,1397.34,1401.76,7.56,1,0.018341,-0.018,0.007233,0.110437,30722,1.45,0,44,28,35,66,16,153,37,337,83,7,33,0,3414,14,226,108,98,78,32,2637,30,428,0,1317,7,4,0,0,53,79,0,0,0,0,0,133,0,18,91,0,1.92E+14,58254,9010
HER14L,HER14L_2A,HER14L_2A_274,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000273.spe,589,28.8,28.8,28.8,1314.89,1513.29,1400.65,1405.22,7.56,1,0.018339,-0.018,0.007243,0.110437,30836,1.64,0,35,0,12,58,34,131,28,313,78,0,9,0,3379,156,220,88,46,0,258,2800,0,231,0,1252,0,7,0,0,33,0,0,0,8,0,0,90,0,146,0,16,0,58418,8653
HER14L,HER14L_2A,HER14L_2A_275,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000274.spe,590,28.9,28.9,28.9,1317.31,1516.95,1404.52,1408.67,7.56,1,0.018345,-0.018,0.007307,0.110437,30883,1.4,0,0,0,12,32,45,145,17,393,89,0,6,37,5037,126,233,116,125,96,77,2752,10,465,0,1236,10,7,0,0,7,33,0,0,28,0,101,8,0,99,17,8,4.37E+14,58287,9018
HER14L,HER14L_2A,HER14L_2A_276,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000275.spe,591,29,29,29,1319.38,1518.91,1407.65,1412.13,7.57,1,0.018344,-0.018,0.007287,0.110437,30827,1.54,0,5,0,13,65,34,175,44,351,102,0,10,15,3504,41,182,39,0,0,156,2887,0,405,0,1219,0,20,0,0,23,44,0,29,56,0,155,123,0,171,18,15,0,58165,8813
HER14L,HER14L_2A,HER14L_2A_277,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000276.spe,592,29.1,29.1,29.1,1321.42,1522.22,1411.03,1415.58,7.57,1,0.018341,-0.018,0.007262,0.110437,30806,1.33,0,10,8,0,52,44,156,27,376,87,0,0,38,3985,15,222,110,115,0,88,2627,0,247,0,1132,0,21,0,0,36,0,0,0,59,0,11,122,0,0,75,21,6.12E+13,58217,8834
HER14L,HER14L_2A,HER14L_2A_278,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000277.spe,593,29.2,29.2,29.2,1323.73,1526.31,1414.15,1419.04,7.57,1,0.01834,-0.018,0.007273,0.110437,30823,1.47,29,18,8,18,67,65,153,58,393,64,0,0,74,3967,30,233,149,104,0,0,2900,0,649,0,1352,9,12,0,10,97,56,0,0,0,0,48,56,0,28,85,19,2.33E+15,59027,8705
HER14L,HER14L_2A,HER14L_2A_279,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000278.spe,594,29.3,29.3,29.3,1325.42,1530.27,1417.99,1422.49,7.57,1,0.018345,-0.018,0.007365,0.110437,30729,1.19,0,18,0,0,53,42,151,23,514,82,0,0,22,4014,35,184,49,39,0,41,2819,32,574,0,1259,15,0,6,5,0,4,18,0,32,0,45,49,0,191,29,16,9.66E+14,59206,8845
HER14L,HER14L_2A,HER14L_2A_280,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000279.spe,595,29.4,29.4,29.4,1326.98,1535.75,1421.3,1425.95,7.57,1,0.018343,-0.018,0.007375,0.110437,31097,1.41,0,12,0,23,39,31,123,47,505,179,10,0,30,4702,180,259,118,102,0,110,2581,0,685,0,1334,6,19,0,0,0,54,0,0,0,0,44,76,0,0,0,0,0,59256,8847
HER14L,HER14L_2A,HER14L_2A_281,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000280.spe,596,29.5,29.5,29.5,1328.98,1540.14,1424.34,1429.4,7.57,1,0.018343,-0.018,0.007448,0.110437,31076,1.4,0,0,9,8,69,20,141,23,440,68,0,17,29,4417,47,222,55,17,0,4,2572,0,432,0,1283,5,0,0,0,48,80,0,0,0,0,0,115,0,0,29,20,3.54E+14,59704,9150
HER14L,HER14L_2A,HER14L_2A_282,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000281.spe,597,29.6,29.6,29.6,1330.67,1544.66,1427.93,1432.86,7.57,1,0.018347,-0.018,0.007342,0.110437,31198,1.28,0,82,16,16,84,43,133,32,490,93,13,8,0,5124,78,247,91,123,0,151,2599,6,522,0,1367,5,0,0,0,49,53,0,0,0,0,57,261,0,0,51,13,3.45E+15,58702,8903
HER14L,HER14L_2A,HER14L_2A_283,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000282.spe,598,29.7,29.7,29.7,1331.77,1549.55,1431.68,1436.32,7.57,1,0.018346,-0.018,0.00736,0.110437,31112,1.36,5,18,6,22,61,36,111,32,338,56,6,0,22,5470,131,209,89,70,0,28,2591,0,242,0,1271,0,0,0,0,25,84,0,0,0,0,0,0,0,103,0,0,0,59030,8828
HER14L,HER14L_2A,HER14L_2A_284,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000283.spe,599,29.8,29.8,29.8,1333.4,1554.67,1435.34,1439.77,7.56,1,0.018346,-0.018,0.007382,0.110437,31266,1.37,0,39,13,24,55,28,151,23,376,59,0,0,22,5551,54,222,136,133,0,234,2732,17,633,0,1428,0,0,0,0,22,83,22,0,0,0,0,106,0,229,28,4,2.64E+15,59506,8777
HER14L,HER14L_2A,HER14L_2A_285,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000284.spe,600,29.9,29.9,29.9,1335.01,1560.56,1438.89,1443.23,7.56,1,0.018349,-0.018,0.007451,0.110437,31260,1.3,0,0,0,0,39,31,122,9,371,60,9,0,8,5265,85,222,13,87,0,111,2533,40,431,0,1179,7,0,0,0,56,15,0,0,0,0,45,0,0,0,0,0,4.86E+14,59017,9011
HER14L,HER14L_2A,HER14L_2A_286,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000285.spe,601,30,30,30,1337.62,1561.59,1440.29,1444.64,7.56,1,0.018346,-0.018,0.007419,0.110437,31241,1.56,0,0,16,27,63,33,136,43,371,57,0,0,31,5258,18,230,98,0,0,181,2694,11,474,0,1529,11,0,0,0,0,198,0,0,0,0,219,56,0,14,83,5,1.34E+15,59452,9206
HER14L,HER14L_2A,HER14L_2A_287,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000286.spe,602,30.1,30.1,30.1,1339.37,1562.26,1441.52,1446.06,7.57,1,0.018345,-0.018,0.007453,0.110437,30869,1.52,11,38,33,13,61,32,155,29,456,73,13,0,26,4603,0,222,108,88,60,53,2572,0,524,0,1088,11,0,0,6,0,73,0,0,0,0,0,0,0,95,113,32,6.49E+14,58297,9036
HER14L,HER14L_2A,HER14L_2A_288,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000287.spe,603,30.2,30.2,30.2,1341.86,1563.11,1442.88,1447.48,7.57,1,0.018341,-0.018,0.007394,0.110437,31048,1.28,0,33,0,28,76,27,133,19,398,75,8,0,31,4810,51,166,59,98,116,157,2833,97,564,0,1460,10,0,0,0,42,32,0,0,0,0,0,205,0,0,48,17,6.91E+15,59050,8958
HER14L,HER14L_2A,HER14L_2A_289,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000288.spe,604,30.3,30.3,30.3,1343.45,1563.85,1444.18,1448.9,7.57,1,0.018339,-0.018,0.007382,0.110437,30982,1.58,0,24,0,0,67,37,138,28,458,70,0,0,76,5302,0,250,111,99,0,34,2870,0,389,0,1277,0,0,0,5,53,35,0,0,0,0,99,0,19,114,130,43,0,58781,9145
HER14L,HER14L_2A,HER14L_2A_290,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000289.spe,605,30.4,30.4,30.4,1345.01,1564.62,1445.53,1450.32,7.57,1,0.018338,-0.018,0.007407,0.110437,30875,1.7,0,0,28,7,63,43,159,34,518,98,24,15,29,4565,128,150,226,77,0,0,2725,0,533,0,1213,4,7,0,15,0,63,0,0,0,0,129,58,0,0,4,26,1.34E+15,59052,9009
HER14L,HER14L_2A,HER14L_2A_291,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000290.spe,606,30.5,30.5,30.5,1347,1565.3,1446.92,1451.74,7.58,1,0.018335,-0.018,0.007445,0.110437,30889,1.42,0,42,0,7,64,18,127,88,462,82,0,10,25,4434,144,196,76,67,0,231,2341,28,633,0,1378,0,9,0,0,128,29,0,0,78,0,107,159,0,10,0,31,0,59357,8887
HER14L,HER14L_2A,HER14L_2A_292,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000291.spe,607,30.6,30.6,30.6,1348.97,1565.98,1448.56,1453.16,7.58,1,0.018334,-0.018,0.007459,0.110437,31015,1.62,0,16,15,11,67,43,105,25,445,86,4,0,0,3853,59,156,113,172,0,18,2531,0,374,0,1404,0,0,0,0,43,62,4,0,0,0,0,0,0,84,0,17,9.31E+14,59533,9023
HER14L,HER14L_2A,HER14L_2A_293,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000292.spe,608,30.7,30.7,30.7,1351.09,1566.72,1450.13,1454.58,7.58,1,0.018339,-0.018,0.007542,0.110437,30854,1.46,0,27,13,0,82,51,151,44,349,72,21,0,7,3538,39,228,73,144,0,233,2819,31,451,0,1349,4,21,0,0,36,21,22,0,10,0,295,222,0,0,77,34,2.45E+14,58995,8939
HER14L,HER14L_2A,HER14L_2A_294,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000293.spe,609,30.8,30.8,30.8,1353.12,1567.7,1451.76,1456,7.59,1,0.018338,-0.018,0.007525,0.110437,30868,1.5,0,0,0,8,72,42,130,52,452,77,0,0,28,3774,0,155,75,47,0,247,2858,0,467,0,1316,9,0,0,0,74,59,0,0,0,0,102,112,0,119,99,11,0,58310,8915
HER14L,HER14L_2A,HER14L_2A_295,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000294.spe,610,30.9,30.9,30.9,1355.22,1568.51,1453.49,1457.42,7.58,1,0.018336,-0.018,0.007454,0.110437,30846,1.37,0,27,0,27,74,42,155,5,476,78,21,24,21,4110,0,183,121,87,58,56,2738,119,542,0,1402,8,5,0,0,4,39,0,0,0,0,0,46,0,146,110,35,2.56E+14,58399,8764
HER14L,HER14L_2A,HER14L_2A_296,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000295.spe,611,31,31,31,1357.68,1569.64,1454.86,1458.84,7.58,1,0.018335,-0.018,0.00744,0.110437,30850,1.51,0,0,0,0,59,39,160,30,551,91,0,5,48,4468,74,244,80,82,0,55,2952,0,660,25,1308,7,5,0,0,48,21,0,0,4,0,21,0,31,0,25,11,0,58347,8675
HER14L,HER14L_2A,HER14L_2A_297,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000296.spe,612,31.1,31.1,31.1,1359.37,1571.03,1456.3,1460.26,7.58,1,0.018337,-0.018,0.007246,0.110437,30768,1.43,5,38,0,10,65,33,140,48,472,38,0,8,28,3924,114,199,118,75,0,182,2905,0,533,0,1253,6,0,7,14,0,12,0,0,0,0,75,24,108,82,0,26,0,58253,8810
HER14L,HER14L_2A,HER14L_2A_298,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000297.spe,613,31.2,31.2,31.2,1361.64,1571.82,1457.69,1461.68,7.59,1,0.018335,-0.018,0.00727,0.110437,30665,1.52,0,14,0,17,70,35,147,49,520,72,0,5,29,3527,33,190,148,52,5,111,3102,0,293,0,1269,23,17,0,10,5,36,0,0,0,0,10,19,0,156,77,42,2.80E+14,58046,9120
HER14L,HER14L_2A,HER14L_2A_299,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000298.spe,614,31.3,31.3,31.3,1363.4,1572.93,1459.23,1463.1,7.59,1,0.018336,-0.018,0.007313,0.110437,30997,1.58,0,16,13,35,68,31,162,41,476,84,28,37,14,2917,92,207,184,27,0,163,3133,0,543,0,1448,7,17,0,0,0,55,0,0,0,0,79,76,10,60,57,41,4.20E+15,58989,8916
HER14L,HER14L_2A,HER14L_2A_300,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000299.spe,615,31.4,31.4,31.4,1365.05,1573.75,1460.79,1464.51,7.59,1,0.018339,-0.018,0.007395,0.110437,31014,1.52,0,0,10,0,84,37,135,31,418,79,24,0,17,2341,117,228,110,69,0,147,3181,9,433,0,1139,7,0,0,0,0,37,32,0,32,0,40,118,0,0,0,5,0,58643,8982
HER14L,HER14L_2A,HER14L_2A_301,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000300.spe,616,31.5,31.5,31.5,1367.02,1574.2,1462.64,1465.93,7.59,1,0.01834,-0.018,0.007451,0.110437,30944,1.49,0,6,6,11,56,28,148,18,443,64,0,0,0,2353,12,125,86,0,0,229,3035,0,521,49,1355,12,11,0,0,0,0,0,13,98,0,93,88,0,136,17,16,1.38E+15,59430,9114
HER14L,HER14L_2A,HER14L_2A_302,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000301.spe,617,31.6,31.6,31.6,1369.04,1575.52,1464.34,1467.35,7.59,1,0.018345,-0.018,0.007333,0.110437,31049,1.26,8,0,0,18,43,28,118,23,424,61,0,0,0,2154,12,206,124,90,126,34,3099,0,361,0,1311,0,0,0,0,19,0,0,0,6,0,0,113,0,122,35,10,0,58961,8742
HER14L,HER14L_2A,HER14L_2A_303,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000302.spe,618,31.7,31.7,31.7,1370.8,1577.3,1466.03,1468.77,7.6,1,0.018343,-0.018,0.007355,0.110437,31000,1.46,0,30,18,40,62,43,144,62,437,113,0,5,26,2491,35,193,56,27,0,206,3062,0,445,0,1453,0,5,0,0,48,34,0,0,0,0,49,0,0,187,67,0,0,58537,8908
HER14L,HER14L_2A,HER14L_2A_304,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000303.spe,619,31.8,31.8,31.8,1371.89,1578.48,1467.59,1470.19,7.6,1,0.01834,-0.018,0.007386,0.110437,30897,1.32,0,46,0,21,60,26,160,29,483,73,0,0,42,2916,0,200,165,61,0,68,2781,108,488,0,1338,14,0,0,0,0,13,0,0,0,0,32,48,0,78,83,0,0,58784,9077
HER14L,HER14L_2A,HER14L_2A_305,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000304.spe,620,31.9,31.9,31.9,1372.93,1579.68,1469.32,1471.61,7.59,1,0.018338,-0.018,0.007362,0.110437,30842,1.53,0,0,0,17,81,34,156,54,480,91,0,19,11,2663,40,171,24,23,0,50,3128,0,576,0,1298,7,14,0,6,92,5,0,0,0,0,55,119,0,0,13,18,6.77E+13,59351,9065
HER14L,HER14L_2A,HER14L_2A_306,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000305.spe,621,32,32,32,1374.93,1580.81,1470.98,1473.03,7.59,1,0.018337,-0.018,0.007323,0.110437,31149,1.46,0,26,12,0,62,47,120,29,469,89,0,0,34,2644,81,211,68,0,0,235,2958,0,417,0,1454,0,0,0,0,92,62,0,0,0,0,140,4,0,116,20,26,2.74E+15,59307,9010
HER14L,HER14L_2A,HER14L_2A_307,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000306.spe,622,32.1,32.1,32.1,1376.68,1582.04,1472.53,1474.45,7.58,1,0.01834,-0.018,0.007245,0.110437,31160,1.37,0,0,0,0,64,15,136,46,482,67,11,7,38,2913,77,191,137,101,0,25,3090,73,642,0,1388,0,0,0,0,57,42,0,0,15,0,131,119,0,0,40,8,0,58863,8876
HER14L,HER14L_2A,HER14L_2A_308,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000307.spe,623,32.2,32.2,32.2,1378.69,1583.24,1474.22,1475.87,7.58,1,0.018338,-0.018,0.00727,0.110437,31146,1.53,27,51,44,31,68,42,137,9,480,63,0,0,8,2913,32,273,100,71,155,78,3100,0,534,0,994,0,0,0,0,51,39,0,0,5,0,0,37,0,165,55,14,2.23E+15,58970,8585
HER14L,HER14L_2A,HER14L_2A_309,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000308.spe,624,32.3,32.3,32.3,1380.73,1584.51,1475.62,1477.29,7.59,1,0.01834,-0.018,0.0073,0.110437,31232,1.66,19,43,0,4,94,63,121,26,519,92,24,0,45,3138,77,189,106,35,0,255,3060,140,546,0,1349,0,13,0,0,0,0,0,0,10,0,97,32,0,110,0,27,7.60E+15,59168,8796
HER14L,HER14L_2A,HER14L_2A_310,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000309.spe,625,32.4,32.4,32.4,1382.61,1586.06,1477.04,1478.71,7.59,1,0.018345,-0.018,0.007373,0.110437,31117,1.46,0,0,14,21,41,35,148,36,413,78,7,13,42,3075,55,176,150,0,0,149,2966,130,487,0,1110,11,24,0,0,0,28,0,0,0,0,133,148,0,0,0,40,0,59510,8714
HER14L,HER14L_2A,HER14L_2A_311,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000310.spe,626,32.5,32.5,32.5,1383.15,1587.63,1478.6,1480.13,7.59,1,0.018349,-0.018,0.007404,0.110437,31216,1.31,0,0,0,0,46,20,129,14,405,77,0,7,20,3002,0,140,138,36,0,0,3288,207,410,0,1352,0,0,0,0,0,58,0,60,13,0,226,134,0,47,50,0,1.54E+15,59210,9081
HER14L,HER14L_2A,HER14L_2A_312,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000311.spe,627,32.6,32.6,32.6,1384.78,1589.17,1480.08,1481.55,7.59,1,0.01835,-0.018,0.007404,0.110437,31052,1.29,0,28,9,23,109,27,142,38,476,70,0,6,23,2666,54,253,53,142,0,33,2873,39,493,0,1523,0,5,0,0,26,60,0,0,0,0,110,0,71,0,13,7,3.81E+15,59379,8884
HER14L,HER14L_2A,HER14L_2A_313,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000312.spe,628,32.7,32.7,32.7,1386.36,1589.73,1481.43,1482.97,7.59,1,0.018349,-0.018,0.007415,0.110437,30954,1.48,0,0,0,5,67,26,137,18,489,53,0,0,14,2785,45,251,39,91,0,209,3097,0,483,0,1179,0,0,0,20,0,81,0,0,0,0,0,11,0,25,39,0,2.13E+15,58820,8760
HER14L,HER14L_2A,HER14L_2A_314,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000313.spe,629,32.8,32.8,32.8,1387.45,1591.66,1482.97,1484.38,7.59,1,0.018346,-0.018,0.007368,0.110437,31054,1.36,0,0,0,13,79,38,143,22,488,73,7,19,0,2880,75,185,118,19,0,66,2849,0,650,0,1297,0,6,0,0,0,31,0,0,0,0,0,64,0,161,49,13,0,58911,8727
HER14L,HER14L_2A,HER14L_2A_315,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000314.spe,630,32.9,32.9,32.9,1388.53,1592.19,1484.47,1485.8,7.59,1,0.018344,-0.018,0.007393,0.110437,31286,1.31,0,0,0,13,49,38,159,11,444,76,0,4,32,3034,26,175,128,62,0,0,2859,0,619,0,1478,19,0,0,11,22,59,0,0,0,0,79,104,0,0,21,0,1.65E+15,59760,8717
HER14L,HER14L_2A,HER14L_2A_316,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000315.spe,631,33,33,33,1390.15,1593.35,1486.04,1487.22,7.58,1,0.018344,-0.018,0.007424,0.110437,31287,1.35,0,34,0,0,65,31,113,40,531,113,25,0,45,3099,41,235,120,0,0,57,2860,0,591,0,1512,13,0,0,0,20,66,0,0,10,0,71,0,0,66,9,5,1.47E+15,59691,8818
HER14L,HER14L_2A,HER14L_2A_317,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000316.spe,632,33.1,33.1,33.1,1390.93,1594.76,1487.45,1488.64,7.58,1,0.018343,-0.018,0.007399,0.110437,31424,1.49,0,55,34,33,70,35,165,30,509,84,23,23,21,3261,57,138,110,117,0,73,2794,30,687,0,1303,0,6,0,0,100,42,17,0,0,0,33,6,0,78,110,4,0,59240,8856
HER14L,HER14L_2A,HER14L_2A_318,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000317.spe,633,33.2,33.2,33.2,1392.92,1596.11,1489.09,1490.06,7.59,1,0.018344,-0.018,0.007361,0.110437,31401,1.59,0,13,0,20,69,60,156,30,455,47,16,0,7,2634,27,235,151,115,0,114,2968,0,555,0,1257,0,8,0,10,21,68,0,0,0,0,134,114,43,188,89,23,0,59775,8907
HER14L,HER14L_2A,HER14L_2A_319,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000318.spe,634,33.3,33.3,33.3,1393.84,1597.06,1490.63,1491.48,7.59,1,0.018347,-0.018,0.007304,0.110437,31190,1.5,0,22,0,0,53,29,152,29,372,73,0,23,8,2229,5,175,37,74,0,124,3075,0,388,0,1473,20,0,0,0,86,51,0,0,0,0,25,0,0,205,59,25,0,59400,8710
HER14L,HER14L_2A,HER14L_2A_320,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000319.spe,635,33.4,33.4,33.4,1394.69,1598.01,1492.1,1492.9,7.59,1,0.01835,-0.018,0.007304,0.110437,31067,1.42,0,38,0,28,74,51,144,27,432,49,0,14,6,2368,0,152,114,15,25,48,2898,116,357,0,1287,0,11,0,10,29,85,0,0,0,0,0,0,0,77,91,0,1.21E+15,59131,8933
HER14L,HER14L_2A,HER14L_2A_321,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000320.spe,636,33.5,33.5,33.5,1395.84,1599.21,1493.26,1494.32,7.59,1,0.018349,-0.018,0.007304,0.110437,31029,1.45,16,49,24,33,69,50,137,34,349,45,11,25,0,2061,0,153,0,37,0,326,2814,37,491,0,1247,8,5,0,0,38,0,0,0,0,0,72,151,0,127,12,34,2.21E+14,58206,8758
HER14L,HER14L_2A,HER14L_2A_322,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000321.spe,637,33.6,33.6,33.6,1396.68,1599.92,1494.88,1495.74,7.59,1,0.018345,-0.018,0.007334,0.110437,30849,1.27,0,0,7,0,58,28,133,30,424,70,0,8,18,1767,38,219,101,70,0,0,2958,0,540,0,1548,0,0,0,0,11,98,0,0,0,0,34,230,0,0,69,35,0,58752,8780
HER14L,HER14L_2A,HER14L_2A_323,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000322.spe,638,33.7,33.7,33.7,1397.53,1601.1,1496.61,1497.16,7.59,1,0.018348,-0.018,0.007365,0.110437,30830,1.51,0,8,8,31,56,36,158,53,385,62,28,14,17,2029,131,283,53,48,0,169,2767,28,537,0,1501,8,6,0,0,50,37,0,0,0,0,152,8,0,49,0,15,6.80E+14,58614,9054
HER14L,HER14L_2A,HER14L_2A_324,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000323.spe,639,33.8,33.8,33.8,1398.39,1602.41,1498.41,1498.58,7.59,1,0.018351,-0.018,0.007296,0.110437,31205,1.31,0,17,21,40,46,19,128,8,393,105,0,7,33,2133,52,252,91,140,0,93,3036,0,422,0,1124,0,0,0,0,55,18,0,0,19,0,254,196,16,0,32,0,2.62E+15,58892,9077
HER14L,HER14L_2A,HER14L_2A_325,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000324.spe,640,33.9,33.9,33.9,1399.24,1603.71,1499.72,1500,7.59,1,0.01835,-0.018,0.007307,0.110437,31243,1.43,0,34,0,34,61,43,136,12,469,69,0,0,13,2484,51,181,135,91,0,117,2960,15,734,0,1355,7,5,0,0,0,71,20,0,0,31,265,231,0,50,43,36,1.28E+15,59526,8770
HER14L,HER14L_2A,HER14L_2A_326,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000325.spe,641,34,34,34,1400.28,1605.01,1501.37,1501.42,7.58,1,0.018346,-0.018,0.007332,0.110437,31336,1.18,0,0,39,15,55,41,116,45,467,101,9,19,7,3098,91,251,217,197,0,112,3026,0,473,0,1223,0,0,0,0,0,56,27,12,0,0,122,18,23,0,0,6,0,59574,8808
HER14L,HER14L_2A,HER14L_2A_327,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000326.spe,642,34.1,34.1,34.1,1401.67,1607.12,1502.95,1502.84,7.58,1,0.018344,-0.018,0.007307,0.110437,31213,1.35,0,25,7,0,72,42,156,23,402,49,7,0,15,2296,68,152,224,49,0,133,2937,0,568,0,1123,23,0,0,6,0,106,0,0,0,0,104,56,0,126,0,28,0,59166,8873
HER14L,HER14L_2A,HER14L_2A_328,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000327.spe,643,34.2,34.2,34.2,1402.51,1609.16,1504.15,1504.25,7.58,1,0.018343,-0.018,0.007333,0.110437,31272,1.32,0,14,15,27,45,47,132,23,405,73,0,0,9,1603,130,184,123,78,0,27,2680,4,399,0,1359,0,0,0,0,6,78,0,0,0,0,18,27,0,133,0,8,2.00E+15,59575,8834
HER14L,HER14L_2A,HER14L_2A_329,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000328.spe,644,34.3,34.3,34.3,1403.33,1609.74,1505.41,1505.67,7.58,1,0.01834,-0.018,0.007283,0.110437,31319,1.27,0,23,0,9,35,31,122,24,412,57,0,11,0,1698,67,203,65,114,0,132,2646,178,211,0,1348,0,0,0,0,15,16,0,9,12,0,28,0,0,34,14,8,2.92E+15,59689,8888
HER14L,HER14L_2A,HER14L_2A_330,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000329.spe,645,34.4,34.4,34.4,1404.24,1610.32,1507.3,1507.09,7.58,1,0.018343,-0.018,0.007258,0.110437,31210,1.53,0,25,13,26,63,32,164,15,393,72,0,22,55,1886,41,284,46,114,112,116,2457,0,321,0,1241,0,21,0,0,83,11,0,0,0,0,15,34,0,177,16,19,0,59146,9008
HER14L,HER14L_2A,HER14L_2A_331,C:/Data/BAS_sjro/Sept_2015/HER14/HER2A-XRF/XRF data/L000330.spe,646,34.5,34.5,34.5,1404.83,1612.09,1508.71,1508.51,7.58,1,0.018348,-0.018,0.007196,0.110437,31084,1.33,14,19,26,24,82,54,136,38,386,71,0,0,0,2140,57,259,97,97,0,151,2705,0,470,0,1237,0,9,0,0,25,32,0,0,0,0,82,90,0,0,5,9,4.42E+15,59241,8935
